energy,intensity,id,type
7.45,34,11_spectrum_35,aggregate_in_rock
7.46,43,11_spectrum_35,aggregate_in_rock
7.47,46,11_spectrum_35,aggregate_in_rock
7.48,48,11_spectrum_35,aggregate_in_rock
7.49,50,11_spectrum_35,aggregate_in_rock
7.5,51,11_spectrum_35,aggregate_in_rock
7.51,45,11_spectrum_35,aggregate_in_rock
7.52,39,11_spectrum_35,aggregate_in_rock
7.53,36,11_spectrum_35,aggregate_in_rock
7.54,35,11_spectrum_35,aggregate_in_rock
7.55,37,11_spectrum_35,aggregate_in_rock
7.56,39,11_spectrum_35,aggregate_in_rock
7.57,37,11_spectrum_35,aggregate_in_rock
7.58,40,11_spectrum_35,aggregate_in_rock
7.59,45,11_spectrum_35,aggregate_in_rock
7.6,46,11_spectrum_35,aggregate_in_rock
7.61,45,11_spectrum_35,aggregate_in_rock
7.62,39,11_spectrum_35,aggregate_in_rock
7.63,41,11_spectrum_35,aggregate_in_rock
7.64,43,11_spectrum_35,aggregate_in_rock
7.65,43,11_spectrum_35,aggregate_in_rock
7.66,41,11_spectrum_35,aggregate_in_rock
7.67,33,11_spectrum_35,aggregate_in_rock
7.68,40,11_spectrum_35,aggregate_in_rock
7.69,44,11_spectrum_35,aggregate_in_rock
7.7,39,11_spectrum_35,aggregate_in_rock
7.71,43,11_spectrum_35,aggregate_in_rock
7.72,41,11_spectrum_35,aggregate_in_rock
7.73,33,11_spectrum_35,aggregate_in_rock
7.74,31,11_spectrum_35,aggregate_in_rock
7.75,40,11_spectrum_35,aggregate_in_rock
7.76,39,11_spectrum_35,aggregate_in_rock
7.77,39,11_spectrum_35,aggregate_in_rock
7.78,38,11_spectrum_35,aggregate_in_rock
7.79,32,11_spectrum_35,aggregate_in_rock
7.8,40,11_spectrum_35,aggregate_in_rock
7.81,46,11_spectrum_35,aggregate_in_rock
7.82,36,11_spectrum_35,aggregate_in_rock
7.83,38,11_spectrum_35,aggregate_in_rock
7.84,41,11_spectrum_35,aggregate_in_rock
7.85,32,11_spectrum_35,aggregate_in_rock
7.86,38,11_spectrum_35,aggregate_in_rock
7.87,43,11_spectrum_35,aggregate_in_rock
7.88,35,11_spectrum_35,aggregate_in_rock
7.89,38,11_spectrum_35,aggregate_in_rock
7.9,42,11_spectrum_35,aggregate_in_rock
7.91,39,11_spectrum_35,aggregate_in_rock
7.92,32,11_spectrum_35,aggregate_in_rock
7.93,28,11_spectrum_35,aggregate_in_rock
7.94,33,11_spectrum_35,aggregate_in_rock
7.95,34,11_spectrum_35,aggregate_in_rock
7.96,36,11_spectrum_35,aggregate_in_rock
7.97,40,11_spectrum_35,aggregate_in_rock
7.98,39,11_spectrum_35,aggregate_in_rock
7.99,36,11_spectrum_35,aggregate_in_rock
8,31,11_spectrum_35,aggregate_in_rock
8.01,30,11_spectrum_35,aggregate_in_rock
8.02,36,11_spectrum_35,aggregate_in_rock
8.03,44,11_spectrum_35,aggregate_in_rock
8.04,44,11_spectrum_35,aggregate_in_rock
8.05,39,11_spectrum_35,aggregate_in_rock
8.06,37,11_spectrum_35,aggregate_in_rock
8.07,34,11_spectrum_35,aggregate_in_rock
8.08,40,11_spectrum_35,aggregate_in_rock
8.09,40,11_spectrum_35,aggregate_in_rock
8.1,43,11_spectrum_35,aggregate_in_rock
8.11,43,11_spectrum_35,aggregate_in_rock
8.12,37,11_spectrum_35,aggregate_in_rock
8.13,37,11_spectrum_35,aggregate_in_rock
8.14,27,11_spectrum_35,aggregate_in_rock
8.15,29,11_spectrum_35,aggregate_in_rock
8.16,41,11_spectrum_35,aggregate_in_rock
8.17,39,11_spectrum_35,aggregate_in_rock
8.18,31,11_spectrum_35,aggregate_in_rock
8.19,27,11_spectrum_35,aggregate_in_rock
8.2,28,11_spectrum_35,aggregate_in_rock
8.21,30,11_spectrum_35,aggregate_in_rock
8.22,26,11_spectrum_35,aggregate_in_rock
8.23,31,11_spectrum_35,aggregate_in_rock
8.24,34,11_spectrum_35,aggregate_in_rock
8.25,34,11_spectrum_35,aggregate_in_rock
8.26,29,11_spectrum_35,aggregate_in_rock
8.27,26,11_spectrum_35,aggregate_in_rock
8.28,36,11_spectrum_35,aggregate_in_rock
8.29,38,11_spectrum_35,aggregate_in_rock
8.3,35,11_spectrum_35,aggregate_in_rock
8.31,29,11_spectrum_35,aggregate_in_rock
8.32,30,11_spectrum_35,aggregate_in_rock
8.33,33,11_spectrum_35,aggregate_in_rock
8.34,37,11_spectrum_35,aggregate_in_rock
8.35,35,11_spectrum_35,aggregate_in_rock
8.36,32,11_spectrum_35,aggregate_in_rock
8.37,35,11_spectrum_35,aggregate_in_rock
8.38,29,11_spectrum_35,aggregate_in_rock
8.39,29,11_spectrum_35,aggregate_in_rock
8.4,32,11_spectrum_35,aggregate_in_rock
8.41,31,11_spectrum_35,aggregate_in_rock
8.42,26,11_spectrum_35,aggregate_in_rock
8.43,27,11_spectrum_35,aggregate_in_rock
8.44,30,11_spectrum_35,aggregate_in_rock
8.45,36,11_spectrum_35,aggregate_in_rock
8.46,34,11_spectrum_35,aggregate_in_rock
8.47,33,11_spectrum_35,aggregate_in_rock
8.48,31,11_spectrum_35,aggregate_in_rock
8.49,29,11_spectrum_35,aggregate_in_rock
8.5,29,11_spectrum_35,aggregate_in_rock
8.51,30,11_spectrum_35,aggregate_in_rock
8.52,35,11_spectrum_35,aggregate_in_rock
8.53,29,11_spectrum_35,aggregate_in_rock
8.54,30,11_spectrum_35,aggregate_in_rock
8.55,37,11_spectrum_35,aggregate_in_rock
8.56,27,11_spectrum_35,aggregate_in_rock
8.57,29,11_spectrum_35,aggregate_in_rock
8.58,27,11_spectrum_35,aggregate_in_rock
8.59,27,11_spectrum_35,aggregate_in_rock
8.6,25,11_spectrum_35,aggregate_in_rock
8.61,26,11_spectrum_35,aggregate_in_rock
8.62,29,11_spectrum_35,aggregate_in_rock
8.63,29,11_spectrum_35,aggregate_in_rock
8.64,28,11_spectrum_35,aggregate_in_rock
8.65,31,11_spectrum_35,aggregate_in_rock
8.66,31,11_spectrum_35,aggregate_in_rock
8.67,32,11_spectrum_35,aggregate_in_rock
8.68,35,11_spectrum_35,aggregate_in_rock
8.69,38,11_spectrum_35,aggregate_in_rock
8.7,33,11_spectrum_35,aggregate_in_rock
8.71,38,11_spectrum_35,aggregate_in_rock
8.72,36,11_spectrum_35,aggregate_in_rock
8.73,36,11_spectrum_35,aggregate_in_rock
8.74,38,11_spectrum_35,aggregate_in_rock
8.75,33,11_spectrum_35,aggregate_in_rock
8.76,33,11_spectrum_35,aggregate_in_rock
8.77,31,11_spectrum_35,aggregate_in_rock
8.78,24,11_spectrum_35,aggregate_in_rock
8.79,30,11_spectrum_35,aggregate_in_rock
8.8,36,11_spectrum_35,aggregate_in_rock
8.81,32,11_spectrum_35,aggregate_in_rock
8.82,35,11_spectrum_35,aggregate_in_rock
8.83,33,11_spectrum_35,aggregate_in_rock
8.84,34,11_spectrum_35,aggregate_in_rock
8.85,33,11_spectrum_35,aggregate_in_rock
8.86,28,11_spectrum_35,aggregate_in_rock
8.87,25,11_spectrum_35,aggregate_in_rock
8.88,29,11_spectrum_35,aggregate_in_rock
8.89,26,11_spectrum_35,aggregate_in_rock
8.9,28,11_spectrum_35,aggregate_in_rock
8.91,30,11_spectrum_35,aggregate_in_rock
8.92,28,11_spectrum_35,aggregate_in_rock
8.93,29,11_spectrum_35,aggregate_in_rock
8.94,31,11_spectrum_35,aggregate_in_rock
8.95,23,11_spectrum_35,aggregate_in_rock
8.96,29,11_spectrum_35,aggregate_in_rock
8.97,27,11_spectrum_35,aggregate_in_rock
8.98,22,11_spectrum_35,aggregate_in_rock
8.99,29,11_spectrum_35,aggregate_in_rock
9,30,11_spectrum_35,aggregate_in_rock
9.01,25,11_spectrum_35,aggregate_in_rock
9.02,22,11_spectrum_35,aggregate_in_rock
9.03,29,11_spectrum_35,aggregate_in_rock
9.04,25,11_spectrum_35,aggregate_in_rock
9.05,18,11_spectrum_35,aggregate_in_rock
9.06,21,11_spectrum_35,aggregate_in_rock
9.07,26,11_spectrum_35,aggregate_in_rock
9.08,26,11_spectrum_35,aggregate_in_rock
9.09,28,11_spectrum_35,aggregate_in_rock
9.1,26,11_spectrum_35,aggregate_in_rock
9.11,27,11_spectrum_35,aggregate_in_rock
9.12,26,11_spectrum_35,aggregate_in_rock
9.13,24,11_spectrum_35,aggregate_in_rock
9.14,32,11_spectrum_35,aggregate_in_rock
9.15,24,11_spectrum_35,aggregate_in_rock
9.16,21,11_spectrum_35,aggregate_in_rock
9.17,19,11_spectrum_35,aggregate_in_rock
9.18,20,11_spectrum_35,aggregate_in_rock
9.19,24,11_spectrum_35,aggregate_in_rock
9.2,28,11_spectrum_35,aggregate_in_rock
9.21,29,11_spectrum_35,aggregate_in_rock
9.22,25,11_spectrum_35,aggregate_in_rock
9.23,21,11_spectrum_35,aggregate_in_rock
9.24,24,11_spectrum_35,aggregate_in_rock
9.25,27,11_spectrum_35,aggregate_in_rock
9.26,21,11_spectrum_35,aggregate_in_rock
9.27,26,11_spectrum_35,aggregate_in_rock
9.28,26,11_spectrum_35,aggregate_in_rock
9.29,18,11_spectrum_35,aggregate_in_rock
9.3,21,11_spectrum_35,aggregate_in_rock
9.31,21,11_spectrum_35,aggregate_in_rock
9.32,22,11_spectrum_35,aggregate_in_rock
9.33,23,11_spectrum_35,aggregate_in_rock
9.34,20,11_spectrum_35,aggregate_in_rock
9.35,22,11_spectrum_35,aggregate_in_rock
9.36,19,11_spectrum_35,aggregate_in_rock
9.37,17,11_spectrum_35,aggregate_in_rock
9.38,15,11_spectrum_35,aggregate_in_rock
9.39,19,11_spectrum_35,aggregate_in_rock
9.4,20,11_spectrum_35,aggregate_in_rock
9.41,22,11_spectrum_35,aggregate_in_rock
9.42,28,11_spectrum_35,aggregate_in_rock
9.43,19,11_spectrum_35,aggregate_in_rock
9.44,15,11_spectrum_35,aggregate_in_rock
9.45,17,11_spectrum_35,aggregate_in_rock
9.46,25,11_spectrum_35,aggregate_in_rock
9.47,30,11_spectrum_35,aggregate_in_rock
9.48,21,11_spectrum_35,aggregate_in_rock
9.49,22,11_spectrum_35,aggregate_in_rock
9.5,19,11_spectrum_35,aggregate_in_rock
9.51,17,11_spectrum_35,aggregate_in_rock
9.52,13,11_spectrum_35,aggregate_in_rock
9.53,15,11_spectrum_35,aggregate_in_rock
9.54,20,11_spectrum_35,aggregate_in_rock
9.55,23,11_spectrum_35,aggregate_in_rock
9.56,23,11_spectrum_35,aggregate_in_rock
9.57,28,11_spectrum_35,aggregate_in_rock
9.58,21,11_spectrum_35,aggregate_in_rock
9.59,18,11_spectrum_35,aggregate_in_rock
9.6,21,11_spectrum_35,aggregate_in_rock
9.61,25,11_spectrum_35,aggregate_in_rock
9.62,18,11_spectrum_35,aggregate_in_rock
9.63,18,11_spectrum_35,aggregate_in_rock
9.64,15,11_spectrum_35,aggregate_in_rock
9.65,20,11_spectrum_35,aggregate_in_rock
9.66,21,11_spectrum_35,aggregate_in_rock
9.67,23,11_spectrum_35,aggregate_in_rock
9.68,19,11_spectrum_35,aggregate_in_rock
9.69,20,11_spectrum_35,aggregate_in_rock
9.7,18,11_spectrum_35,aggregate_in_rock
9.71,14,11_spectrum_35,aggregate_in_rock
9.72,20,11_spectrum_35,aggregate_in_rock
9.73,22,11_spectrum_35,aggregate_in_rock
9.74,20,11_spectrum_35,aggregate_in_rock
9.75,21,11_spectrum_35,aggregate_in_rock
9.76,17,11_spectrum_35,aggregate_in_rock
9.77,22,11_spectrum_35,aggregate_in_rock
9.78,20,11_spectrum_35,aggregate_in_rock
9.79,21,11_spectrum_35,aggregate_in_rock
9.8,16,11_spectrum_35,aggregate_in_rock
9.81,14,11_spectrum_35,aggregate_in_rock
9.82,23,11_spectrum_35,aggregate_in_rock
9.83,20,11_spectrum_35,aggregate_in_rock
9.84,15,11_spectrum_35,aggregate_in_rock
9.85,17,11_spectrum_35,aggregate_in_rock
9.86,20,11_spectrum_35,aggregate_in_rock
9.87,20,11_spectrum_35,aggregate_in_rock
9.88,14,11_spectrum_35,aggregate_in_rock
9.89,15,11_spectrum_35,aggregate_in_rock
9.9,21,11_spectrum_35,aggregate_in_rock
9.91,15,11_spectrum_35,aggregate_in_rock
9.92,12,11_spectrum_35,aggregate_in_rock
9.93,19,11_spectrum_35,aggregate_in_rock
9.94,27,11_spectrum_35,aggregate_in_rock
9.95,19,11_spectrum_35,aggregate_in_rock
9.96,18,11_spectrum_35,aggregate_in_rock
9.97,22,11_spectrum_35,aggregate_in_rock
9.98,22,11_spectrum_35,aggregate_in_rock
9.99,19,11_spectrum_35,aggregate_in_rock
10,17,11_spectrum_35,aggregate_in_rock
10.01,20,11_spectrum_35,aggregate_in_rock
10.02,20,11_spectrum_35,aggregate_in_rock
10.03,18,11_spectrum_35,aggregate_in_rock
10.04,19,11_spectrum_35,aggregate_in_rock
10.05,24,11_spectrum_35,aggregate_in_rock
10.06,25,11_spectrum_35,aggregate_in_rock
10.07,24,11_spectrum_35,aggregate_in_rock
10.08,18,11_spectrum_35,aggregate_in_rock
10.09,18,11_spectrum_35,aggregate_in_rock
10.1,20,11_spectrum_35,aggregate_in_rock
10.11,18,11_spectrum_35,aggregate_in_rock
10.12,18,11_spectrum_35,aggregate_in_rock
10.13,21,11_spectrum_35,aggregate_in_rock
10.14,21,11_spectrum_35,aggregate_in_rock
10.15,21,11_spectrum_35,aggregate_in_rock
10.16,18,11_spectrum_35,aggregate_in_rock
10.17,20,11_spectrum_35,aggregate_in_rock
10.18,20,11_spectrum_35,aggregate_in_rock
10.19,17,11_spectrum_35,aggregate_in_rock
10.2,16,11_spectrum_35,aggregate_in_rock
10.21,16,11_spectrum_35,aggregate_in_rock
10.22,18,11_spectrum_35,aggregate_in_rock
10.23,13,11_spectrum_35,aggregate_in_rock
10.24,13,11_spectrum_35,aggregate_in_rock
10.25,19,11_spectrum_35,aggregate_in_rock
10.26,17,11_spectrum_35,aggregate_in_rock
10.27,16,11_spectrum_35,aggregate_in_rock
10.28,19,11_spectrum_35,aggregate_in_rock
10.29,15,11_spectrum_35,aggregate_in_rock
10.3,9,11_spectrum_35,aggregate_in_rock
10.31,11,11_spectrum_35,aggregate_in_rock
10.32,16,11_spectrum_35,aggregate_in_rock
10.33,19,11_spectrum_35,aggregate_in_rock
10.34,16,11_spectrum_35,aggregate_in_rock
10.35,18,11_spectrum_35,aggregate_in_rock
10.36,15,11_spectrum_35,aggregate_in_rock
10.37,16,11_spectrum_35,aggregate_in_rock
10.38,19,11_spectrum_35,aggregate_in_rock
10.39,21,11_spectrum_35,aggregate_in_rock
10.4,17,11_spectrum_35,aggregate_in_rock
10.41,17,11_spectrum_35,aggregate_in_rock
10.42,12,11_spectrum_35,aggregate_in_rock
10.43,11,11_spectrum_35,aggregate_in_rock
10.44,12,11_spectrum_35,aggregate_in_rock
10.45,16,11_spectrum_35,aggregate_in_rock
10.46,15,11_spectrum_35,aggregate_in_rock
10.47,15,11_spectrum_35,aggregate_in_rock
10.48,14,11_spectrum_35,aggregate_in_rock
10.49,18,11_spectrum_35,aggregate_in_rock
10.5,19,11_spectrum_35,aggregate_in_rock
10.51,17,11_spectrum_35,aggregate_in_rock
10.52,17,11_spectrum_35,aggregate_in_rock
10.53,20,11_spectrum_35,aggregate_in_rock
10.54,15,11_spectrum_35,aggregate_in_rock
10.55,19,11_spectrum_35,aggregate_in_rock
10.56,11,11_spectrum_35,aggregate_in_rock
10.57,13,11_spectrum_35,aggregate_in_rock
10.58,16,11_spectrum_35,aggregate_in_rock
10.59,12,11_spectrum_35,aggregate_in_rock
10.6,12,11_spectrum_35,aggregate_in_rock
10.61,14,11_spectrum_35,aggregate_in_rock
10.62,14,11_spectrum_35,aggregate_in_rock
10.63,14,11_spectrum_35,aggregate_in_rock
10.64,14,11_spectrum_35,aggregate_in_rock
10.65,13,11_spectrum_35,aggregate_in_rock
10.66,13,11_spectrum_35,aggregate_in_rock
10.67,8,11_spectrum_35,aggregate_in_rock
10.68,11,11_spectrum_35,aggregate_in_rock
10.69,12,11_spectrum_35,aggregate_in_rock
10.7,18,11_spectrum_35,aggregate_in_rock
10.71,16,11_spectrum_35,aggregate_in_rock
10.72,14,11_spectrum_35,aggregate_in_rock
10.73,13,11_spectrum_35,aggregate_in_rock
10.74,18,11_spectrum_35,aggregate_in_rock
10.75,17,11_spectrum_35,aggregate_in_rock
10.76,17,11_spectrum_35,aggregate_in_rock
10.77,17,11_spectrum_35,aggregate_in_rock
10.78,13,11_spectrum_35,aggregate_in_rock
10.79,14,11_spectrum_35,aggregate_in_rock
10.8,10,11_spectrum_35,aggregate_in_rock
10.81,12,11_spectrum_35,aggregate_in_rock
10.82,13,11_spectrum_35,aggregate_in_rock
10.83,8,11_spectrum_35,aggregate_in_rock
10.84,11,11_spectrum_35,aggregate_in_rock
10.85,16,11_spectrum_35,aggregate_in_rock
10.86,11,11_spectrum_35,aggregate_in_rock
10.87,8,11_spectrum_35,aggregate_in_rock
10.88,16,11_spectrum_35,aggregate_in_rock
10.89,15,11_spectrum_35,aggregate_in_rock
10.9,11,11_spectrum_35,aggregate_in_rock
10.91,15,11_spectrum_35,aggregate_in_rock
10.92,8,11_spectrum_35,aggregate_in_rock
10.93,11,11_spectrum_35,aggregate_in_rock
10.94,10,11_spectrum_35,aggregate_in_rock
10.95,13,11_spectrum_35,aggregate_in_rock
10.96,12,11_spectrum_35,aggregate_in_rock
10.97,12,11_spectrum_35,aggregate_in_rock
10.98,13,11_spectrum_35,aggregate_in_rock
10.99,9,11_spectrum_35,aggregate_in_rock
11,10,11_spectrum_35,aggregate_in_rock
11.01,13,11_spectrum_35,aggregate_in_rock
11.02,12,11_spectrum_35,aggregate_in_rock
11.03,13,11_spectrum_35,aggregate_in_rock
11.04,13,11_spectrum_35,aggregate_in_rock
11.05,10,11_spectrum_35,aggregate_in_rock
11.06,10,11_spectrum_35,aggregate_in_rock
11.07,9,11_spectrum_35,aggregate_in_rock
11.08,11,11_spectrum_35,aggregate_in_rock
11.09,9,11_spectrum_35,aggregate_in_rock
11.1,8,11_spectrum_35,aggregate_in_rock
11.11,10,11_spectrum_35,aggregate_in_rock
11.12,10,11_spectrum_35,aggregate_in_rock
11.13,11,11_spectrum_35,aggregate_in_rock
11.14,12,11_spectrum_35,aggregate_in_rock
11.15,7,11_spectrum_35,aggregate_in_rock
11.16,6,11_spectrum_35,aggregate_in_rock
11.17,9,11_spectrum_35,aggregate_in_rock
11.18,13,11_spectrum_35,aggregate_in_rock
11.19,10,11_spectrum_35,aggregate_in_rock
11.2,10,11_spectrum_35,aggregate_in_rock
11.21,10,11_spectrum_35,aggregate_in_rock
11.22,11,11_spectrum_35,aggregate_in_rock
11.23,11,11_spectrum_35,aggregate_in_rock
11.24,11,11_spectrum_35,aggregate_in_rock
11.25,6,11_spectrum_35,aggregate_in_rock
11.26,6,11_spectrum_35,aggregate_in_rock
11.27,7,11_spectrum_35,aggregate_in_rock
11.28,12,11_spectrum_35,aggregate_in_rock
11.29,12,11_spectrum_35,aggregate_in_rock
11.3,15,11_spectrum_35,aggregate_in_rock
11.31,8,11_spectrum_35,aggregate_in_rock
11.32,9,11_spectrum_35,aggregate_in_rock
11.33,9,11_spectrum_35,aggregate_in_rock
11.34,8,11_spectrum_35,aggregate_in_rock
11.35,11,11_spectrum_35,aggregate_in_rock
11.36,10,11_spectrum_35,aggregate_in_rock
11.37,9,11_spectrum_35,aggregate_in_rock
11.38,8,11_spectrum_35,aggregate_in_rock
11.39,8,11_spectrum_35,aggregate_in_rock
11.4,14,11_spectrum_35,aggregate_in_rock
11.41,15,11_spectrum_35,aggregate_in_rock
11.42,13,11_spectrum_35,aggregate_in_rock
11.43,10,11_spectrum_35,aggregate_in_rock
11.44,10,11_spectrum_35,aggregate_in_rock
11.45,8,11_spectrum_35,aggregate_in_rock
11.46,8,11_spectrum_35,aggregate_in_rock
11.47,11,11_spectrum_35,aggregate_in_rock
11.48,10,11_spectrum_35,aggregate_in_rock
11.49,10,11_spectrum_35,aggregate_in_rock
11.5,10,11_spectrum_35,aggregate_in_rock
11.51,7,11_spectrum_35,aggregate_in_rock
11.52,6,11_spectrum_35,aggregate_in_rock
11.53,7,11_spectrum_35,aggregate_in_rock
11.54,9,11_spectrum_35,aggregate_in_rock
11.55,9,11_spectrum_35,aggregate_in_rock
11.56,6,11_spectrum_35,aggregate_in_rock
11.57,8,11_spectrum_35,aggregate_in_rock
11.58,7,11_spectrum_35,aggregate_in_rock
11.59,8,11_spectrum_35,aggregate_in_rock
11.6,7,11_spectrum_35,aggregate_in_rock
11.61,6,11_spectrum_35,aggregate_in_rock
11.62,3,11_spectrum_35,aggregate_in_rock
11.63,6,11_spectrum_35,aggregate_in_rock
11.64,5,11_spectrum_35,aggregate_in_rock
11.65,6,11_spectrum_35,aggregate_in_rock
11.66,7,11_spectrum_35,aggregate_in_rock
11.67,4,11_spectrum_35,aggregate_in_rock
11.68,9,11_spectrum_35,aggregate_in_rock
11.69,13,11_spectrum_35,aggregate_in_rock
11.7,10,11_spectrum_35,aggregate_in_rock
11.71,4,11_spectrum_35,aggregate_in_rock
11.72,3,11_spectrum_35,aggregate_in_rock
11.73,7,11_spectrum_35,aggregate_in_rock
11.74,8,11_spectrum_35,aggregate_in_rock
11.75,8,11_spectrum_35,aggregate_in_rock
11.76,8,11_spectrum_35,aggregate_in_rock
11.77,9,11_spectrum_35,aggregate_in_rock
11.78,5,11_spectrum_35,aggregate_in_rock
11.79,8,11_spectrum_35,aggregate_in_rock
11.8,6,11_spectrum_35,aggregate_in_rock
11.81,6,11_spectrum_35,aggregate_in_rock
11.82,6,11_spectrum_35,aggregate_in_rock
11.83,6,11_spectrum_35,aggregate_in_rock
11.84,8,11_spectrum_35,aggregate_in_rock
11.85,3,11_spectrum_35,aggregate_in_rock
11.86,7,11_spectrum_35,aggregate_in_rock
11.87,6,11_spectrum_35,aggregate_in_rock
11.88,7,11_spectrum_35,aggregate_in_rock
11.89,7,11_spectrum_35,aggregate_in_rock
11.9,8,11_spectrum_35,aggregate_in_rock
11.91,8,11_spectrum_35,aggregate_in_rock
11.92,7,11_spectrum_35,aggregate_in_rock
11.93,9,11_spectrum_35,aggregate_in_rock
11.94,5,11_spectrum_35,aggregate_in_rock
11.95,5,11_spectrum_35,aggregate_in_rock
11.96,7,11_spectrum_35,aggregate_in_rock
11.97,7,11_spectrum_35,aggregate_in_rock
11.98,5,11_spectrum_35,aggregate_in_rock
11.99,6,11_spectrum_35,aggregate_in_rock
12,3,11_spectrum_35,aggregate_in_rock
12.01,3,11_spectrum_35,aggregate_in_rock
12.02,4,11_spectrum_35,aggregate_in_rock
12.03,4,11_spectrum_35,aggregate_in_rock
12.04,5,11_spectrum_35,aggregate_in_rock
12.05,5,11_spectrum_35,aggregate_in_rock
12.06,4,11_spectrum_35,aggregate_in_rock
12.07,4,11_spectrum_35,aggregate_in_rock
12.08,8,11_spectrum_35,aggregate_in_rock
12.09,5,11_spectrum_35,aggregate_in_rock
12.1,5,11_spectrum_35,aggregate_in_rock
12.11,3,11_spectrum_35,aggregate_in_rock
12.12,2,11_spectrum_35,aggregate_in_rock
12.13,5,11_spectrum_35,aggregate_in_rock
12.14,4,11_spectrum_35,aggregate_in_rock
12.15,5,11_spectrum_35,aggregate_in_rock
12.16,6,11_spectrum_35,aggregate_in_rock
12.17,8,11_spectrum_35,aggregate_in_rock
12.18,5,11_spectrum_35,aggregate_in_rock
12.19,7,11_spectrum_35,aggregate_in_rock
12.2,6,11_spectrum_35,aggregate_in_rock
12.21,6,11_spectrum_35,aggregate_in_rock
12.22,9,11_spectrum_35,aggregate_in_rock
12.23,8,11_spectrum_35,aggregate_in_rock
12.24,3,11_spectrum_35,aggregate_in_rock
12.25,3,11_spectrum_35,aggregate_in_rock
12.26,5,11_spectrum_35,aggregate_in_rock
12.27,3,11_spectrum_35,aggregate_in_rock
12.28,6,11_spectrum_35,aggregate_in_rock
12.29,8,11_spectrum_35,aggregate_in_rock
12.3,5,11_spectrum_35,aggregate_in_rock
12.31,9,11_spectrum_35,aggregate_in_rock
12.32,6,11_spectrum_35,aggregate_in_rock
12.33,8,11_spectrum_35,aggregate_in_rock
12.34,5,11_spectrum_35,aggregate_in_rock
12.35,3,11_spectrum_35,aggregate_in_rock
12.36,5,11_spectrum_35,aggregate_in_rock
12.37,8,11_spectrum_35,aggregate_in_rock
12.38,6,11_spectrum_35,aggregate_in_rock
12.39,4,11_spectrum_35,aggregate_in_rock
12.4,6,11_spectrum_35,aggregate_in_rock
12.41,4,11_spectrum_35,aggregate_in_rock
12.42,2,11_spectrum_35,aggregate_in_rock
12.43,3,11_spectrum_35,aggregate_in_rock
12.44,2,11_spectrum_35,aggregate_in_rock
12.45,4,11_spectrum_35,aggregate_in_rock
12.46,3,11_spectrum_35,aggregate_in_rock
12.47,3,11_spectrum_35,aggregate_in_rock
12.48,1,11_spectrum_35,aggregate_in_rock
12.49,3,11_spectrum_35,aggregate_in_rock
12.5,7,11_spectrum_35,aggregate_in_rock
12.51,5,11_spectrum_35,aggregate_in_rock
12.52,4,11_spectrum_35,aggregate_in_rock
12.53,4,11_spectrum_35,aggregate_in_rock
12.54,3,11_spectrum_35,aggregate_in_rock
12.55,5,11_spectrum_35,aggregate_in_rock
12.56,3,11_spectrum_35,aggregate_in_rock
12.57,4,11_spectrum_35,aggregate_in_rock
12.58,5,11_spectrum_35,aggregate_in_rock
12.59,3,11_spectrum_35,aggregate_in_rock
12.6,6,11_spectrum_35,aggregate_in_rock
12.61,2,11_spectrum_35,aggregate_in_rock
12.62,4,11_spectrum_35,aggregate_in_rock
12.63,4,11_spectrum_35,aggregate_in_rock
12.64,3,11_spectrum_35,aggregate_in_rock
12.65,3,11_spectrum_35,aggregate_in_rock
12.66,1,11_spectrum_35,aggregate_in_rock
12.67,3,11_spectrum_35,aggregate_in_rock
12.68,3,11_spectrum_35,aggregate_in_rock
12.69,5,11_spectrum_35,aggregate_in_rock
12.7,0,11_spectrum_35,aggregate_in_rock
12.71,1,11_spectrum_35,aggregate_in_rock
12.72,1,11_spectrum_35,aggregate_in_rock
12.73,2,11_spectrum_35,aggregate_in_rock
12.74,3,11_spectrum_35,aggregate_in_rock
12.75,5,11_spectrum_35,aggregate_in_rock
12.76,6,11_spectrum_35,aggregate_in_rock
12.77,2,11_spectrum_35,aggregate_in_rock
12.78,3,11_spectrum_35,aggregate_in_rock
12.79,1,11_spectrum_35,aggregate_in_rock
12.8,3,11_spectrum_35,aggregate_in_rock
12.81,2,11_spectrum_35,aggregate_in_rock
12.82,4,11_spectrum_35,aggregate_in_rock
12.83,5,11_spectrum_35,aggregate_in_rock
12.84,1,11_spectrum_35,aggregate_in_rock
12.85,3,11_spectrum_35,aggregate_in_rock
12.86,3,11_spectrum_35,aggregate_in_rock
12.87,2,11_spectrum_35,aggregate_in_rock
12.88,2,11_spectrum_35,aggregate_in_rock
12.89,1,11_spectrum_35,aggregate_in_rock
12.9,2,11_spectrum_35,aggregate_in_rock
12.91,0,11_spectrum_35,aggregate_in_rock
12.92,1,11_spectrum_35,aggregate_in_rock
12.93,2,11_spectrum_35,aggregate_in_rock
12.94,2,11_spectrum_35,aggregate_in_rock
12.95,4,11_spectrum_35,aggregate_in_rock
12.96,2,11_spectrum_35,aggregate_in_rock
12.97,2,11_spectrum_35,aggregate_in_rock
12.98,2,11_spectrum_35,aggregate_in_rock
12.99,4,11_spectrum_35,aggregate_in_rock
13,2,11_spectrum_35,aggregate_in_rock
13.01,1,11_spectrum_35,aggregate_in_rock
13.02,3,11_spectrum_35,aggregate_in_rock
13.03,1,11_spectrum_35,aggregate_in_rock
13.04,1,11_spectrum_35,aggregate_in_rock
