Raman_shift,Intensity,Sample,Location,Age,Orgs,Type
2092.89844,-1348.7976,10927_4,10927,Modern,Yes,Modern
2091.25195,-222.50404,10927_4,10927,Modern,Yes,Modern
2089.60742,-1470.9966,10927_4,10927,Modern,Yes,Modern
2087.96094,576.440247,10927_4,10927,Modern,Yes,Modern
2086.31445,1189.12,10927_4,10927,Modern,Yes,Modern
2084.66797,-478.50339,10927_4,10927,Modern,Yes,Modern
2083.02148,-451.97574,10927_4,10927,Modern,Yes,Modern
2081.37305,-337.10013,10927_4,10927,Modern,Yes,Modern
2079.72461,-706.22327,10927_4,10927,Modern,Yes,Modern
2078.07813,-502.94537,10927_4,10927,Modern,Yes,Modern
2076.42969,-967.37158,10927_4,10927,Modern,Yes,Modern
2074.7793,-172.04237,10927_4,10927,Modern,Yes,Modern
2073.13086,-11.493469,10927_4,10927,Modern,Yes,Modern
2071.48047,-340.3331,10927_4,10927,Modern,Yes,Modern
2069.83203,-192.5769,10927_4,10927,Modern,Yes,Modern
2068.18164,-290.31101,10927_4,10927,Modern,Yes,Modern
2066.5293,-504.92065,10927_4,10927,Modern,Yes,Modern
2064.87891,-1528.1151,10927_4,10927,Modern,Yes,Modern
2063.22852,-1799.5535,10927_4,10927,Modern,Yes,Modern
2061.57617,-289.50775,10927_4,10927,Modern,Yes,Modern
2059.92383,-1622.4554,10927_4,10927,Modern,Yes,Modern
2058.27148,-1663.8062,10927_4,10927,Modern,Yes,Modern
2056.61914,-2097.4697,10927_4,10927,Modern,Yes,Modern
2054.96484,-2396.8604,10927_4,10927,Modern,Yes,Modern
2053.31055,-1126.7191,10927_4,10927,Modern,Yes,Modern
2051.6582,-1731.802,10927_4,10927,Modern,Yes,Modern
2050.00391,-1035.377,10927_4,10927,Modern,Yes,Modern
2048.34766,-1898.3265,10927_4,10927,Modern,Yes,Modern
2046.69336,-2710.937,10927_4,10927,Modern,Yes,Modern
2045.03906,-2565.4714,10927_4,10927,Modern,Yes,Modern
2043.38281,-1314.2384,10927_4,10927,Modern,Yes,Modern
2041.72656,-1020.2098,10927_4,10927,Modern,Yes,Modern
2040.07031,-3073.1401,10927_4,10927,Modern,Yes,Modern
2038.41211,-229.43321,10927_4,10927,Modern,Yes,Modern
2036.75586,-1057.554,10927_4,10927,Modern,Yes,Modern
2035.09766,-1897.5052,10927_4,10927,Modern,Yes,Modern
2033.43945,-2345.4541,10927_4,10927,Modern,Yes,Modern
2031.78125,-929.02985,10927_4,10927,Modern,Yes,Modern
2030.12305,-2865.1118,10927_4,10927,Modern,Yes,Modern
2028.46484,-784.6571,10927_4,10927,Modern,Yes,Modern
2026.80469,-1262.375,10927_4,10927,Modern,Yes,Modern
2025.14453,644.111694,10927_4,10927,Modern,Yes,Modern
2023.48438,-113.14874,10927_4,10927,Modern,Yes,Modern
2021.82422,209.391907,10927_4,10927,Modern,Yes,Modern
2020.16406,346.468933,10927_4,10927,Modern,Yes,Modern
2018.50195,269.419556,10927_4,10927,Modern,Yes,Modern
2016.8418,323.496735,10927_4,10927,Modern,Yes,Modern
2015.17969,1311.60388,10927_4,10927,Modern,Yes,Modern
2013.51758,-399.10202,10927_4,10927,Modern,Yes,Modern
2011.85352,231.199677,10927_4,10927,Modern,Yes,Modern
2010.19141,268.165436,10927_4,10927,Modern,Yes,Modern
2008.52734,1208.25757,10927_4,10927,Modern,Yes,Modern
2006.86328,1552.94544,10927_4,10927,Modern,Yes,Modern
2005.19922,1095.94763,10927_4,10927,Modern,Yes,Modern
2003.53516,583.482544,10927_4,10927,Modern,Yes,Modern
2001.87109,930.61261,10927_4,10927,Modern,Yes,Modern
2000.20508,86.19136,10927_4,10927,Modern,Yes,Modern
1998.53906,962.060547,10927_4,10927,Modern,Yes,Modern
1996.87305,168.024109,10927_4,10927,Modern,Yes,Modern
1995.20703,-227.94646,10927_4,10927,Modern,Yes,Modern
1993.54102,35.693573,10927_4,10927,Modern,Yes,Modern
1991.87305,1578.39502,10927_4,10927,Modern,Yes,Modern
1990.20703,1240.73828,10927_4,10927,Modern,Yes,Modern
1988.53906,2378.98877,10927_4,10927,Modern,Yes,Modern
1986.87109,765.936096,10927_4,10927,Modern,Yes,Modern
1985.20117,17.658493,10927_4,10927,Modern,Yes,Modern
1983.5332,683.63092,10927_4,10927,Modern,Yes,Modern
1981.86328,1246.02344,10927_4,10927,Modern,Yes,Modern
1980.19531,1220.83386,10927_4,10927,Modern,Yes,Modern
1978.52539,679.745667,10927_4,10927,Modern,Yes,Modern
1976.85352,556.521667,10927_4,10927,Modern,Yes,Modern
1975.18359,18.802774,10927_4,10927,Modern,Yes,Modern
1973.51172,1787.5824,10927_4,10927,Modern,Yes,Modern
1971.8418,348.309723,10927_4,10927,Modern,Yes,Modern
1970.16992,425.831085,10927_4,10927,Modern,Yes,Modern
1968.49609,433.370697,10927_4,10927,Modern,Yes,Modern
1966.82422,847.761658,10927_4,10927,Modern,Yes,Modern
1965.15234,1264.91382,10927_4,10927,Modern,Yes,Modern
1963.47852,782.614807,10927_4,10927,Modern,Yes,Modern
1961.80469,358.486969,10927_4,10927,Modern,Yes,Modern
1960.13086,871.2901,10927_4,10927,Modern,Yes,Modern
1958.45703,492.971069,10927_4,10927,Modern,Yes,Modern
1956.78125,-356.24838,10927_4,10927,Modern,Yes,Modern
1955.10742,2031.49939,10927_4,10927,Modern,Yes,Modern
1953.43164,773.184021,10927_4,10927,Modern,Yes,Modern
1951.75586,569.731079,10927_4,10927,Modern,Yes,Modern
1950.07813,-210.80624,10927_4,10927,Modern,Yes,Modern
1948.40234,-154.48691,10927_4,10927,Modern,Yes,Modern
1946.72461,1238.75598,10927_4,10927,Modern,Yes,Modern
1945.04883,107.247139,10927_4,10927,Modern,Yes,Modern
1943.37109,139.833664,10927_4,10927,Modern,Yes,Modern
1941.69141,175.39418,10927_4,10927,Modern,Yes,Modern
1940.01367,135.869446,10927_4,10927,Modern,Yes,Modern
1938.33594,590.964233,10927_4,10927,Modern,Yes,Modern
1936.65625,-1101.6342,10927_4,10927,Modern,Yes,Modern
1934.97656,-866.67108,10927_4,10927,Modern,Yes,Modern
1933.29688,-638.48267,10927_4,10927,Modern,Yes,Modern
1931.61523,-735.65295,10927_4,10927,Modern,Yes,Modern
1929.93555,-423.41666,10927_4,10927,Modern,Yes,Modern
1928.25391,-1201.4323,10927_4,10927,Modern,Yes,Modern
1926.57227,56.117916,10927_4,10927,Modern,Yes,Modern
1924.89063,-1446.5383,10927_4,10927,Modern,Yes,Modern
1923.20898,-206.0802,10927_4,10927,Modern,Yes,Modern
1921.52734,-483.43671,10927_4,10927,Modern,Yes,Modern
1919.84375,-403.32544,10927_4,10927,Modern,Yes,Modern
1918.16016,-799.81781,10927_4,10927,Modern,Yes,Modern
1916.47656,-1110.7162,10927_4,10927,Modern,Yes,Modern
1914.79297,-729.57269,10927_4,10927,Modern,Yes,Modern
1913.10938,415.523651,10927_4,10927,Modern,Yes,Modern
1911.42383,211.941208,10927_4,10927,Modern,Yes,Modern
1909.73828,-1030.6438,10927_4,10927,Modern,Yes,Modern
1908.05273,1681.77307,10927_4,10927,Modern,Yes,Modern
1906.36719,863.259155,10927_4,10927,Modern,Yes,Modern
1904.68164,-655.14948,10927_4,10927,Modern,Yes,Modern
1902.99414,771.419434,10927_4,10927,Modern,Yes,Modern
1901.30664,-358.63593,10927_4,10927,Modern,Yes,Modern
1899.62109,337.181946,10927_4,10927,Modern,Yes,Modern
1897.93164,-1575.4065,10927_4,10927,Modern,Yes,Modern
1896.24414,96.687508,10927_4,10927,Modern,Yes,Modern
1894.55664,-1021.5677,10927_4,10927,Modern,Yes,Modern
1892.86719,-420.24347,10927_4,10927,Modern,Yes,Modern
1891.17773,-537.69269,10927_4,10927,Modern,Yes,Modern
1889.48828,-981.57947,10927_4,10927,Modern,Yes,Modern
1887.79883,41.838379,10927_4,10927,Modern,Yes,Modern
1886.10742,353.595886,10927_4,10927,Modern,Yes,Modern
1884.41797,-563.07288,10927_4,10927,Modern,Yes,Modern
1882.72656,-191.17122,10927_4,10927,Modern,Yes,Modern
1881.03516,1200.52319,10927_4,10927,Modern,Yes,Modern
1879.34375,593.897278,10927_4,10927,Modern,Yes,Modern
1877.65039,795.232971,10927_4,10927,Modern,Yes,Modern
1875.95898,399.334229,10927_4,10927,Modern,Yes,Modern
1874.26563,-7.045528,10927_4,10927,Modern,Yes,Modern
1872.57227,117.62159,10927_4,10927,Modern,Yes,Modern
1870.87891,59.163254,10927_4,10927,Modern,Yes,Modern
1869.18359,453.658752,10927_4,10927,Modern,Yes,Modern
1867.49023,-372.80045,10927_4,10927,Modern,Yes,Modern
1865.79492,195.665298,10927_4,10927,Modern,Yes,Modern
1864.09961,253.8526,10927_4,10927,Modern,Yes,Modern
1862.4043,-243.65907,10927_4,10927,Modern,Yes,Modern
1860.70703,133.610931,10927_4,10927,Modern,Yes,Modern
1859.01172,224.552551,10927_4,10927,Modern,Yes,Modern
1857.31445,492.286011,10927_4,10927,Modern,Yes,Modern
1855.61719,746.585266,10927_4,10927,Modern,Yes,Modern
1853.91992,696.906555,10927_4,10927,Modern,Yes,Modern
1852.22266,432.86261,10927_4,10927,Modern,Yes,Modern
1850.52344,-212.50806,10927_4,10927,Modern,Yes,Modern
1848.82617,-1418.6412,10927_4,10927,Modern,Yes,Modern
1847.12695,-112.45677,10927_4,10927,Modern,Yes,Modern
1845.42773,-518.89075,10927_4,10927,Modern,Yes,Modern
1843.72656,-940.1283,10927_4,10927,Modern,Yes,Modern
1842.02734,-24.49445,10927_4,10927,Modern,Yes,Modern
1840.32617,-864.7605,10927_4,10927,Modern,Yes,Modern
1838.625,-798.47138,10927_4,10927,Modern,Yes,Modern
1836.92383,-36.780121,10927_4,10927,Modern,Yes,Modern
1835.22266,141.570724,10927_4,10927,Modern,Yes,Modern
1833.52148,-1105.6611,10927_4,10927,Modern,Yes,Modern
1831.81836,519.665161,10927_4,10927,Modern,Yes,Modern
1830.11523,-161.51199,10927_4,10927,Modern,Yes,Modern
1828.41211,-910.74219,10927_4,10927,Modern,Yes,Modern
1826.70898,280.737061,10927_4,10927,Modern,Yes,Modern
1825.00586,336.720337,10927_4,10927,Modern,Yes,Modern
1823.30078,-437.4408,10927_4,10927,Modern,Yes,Modern
1821.5957,-325.24301,10927_4,10927,Modern,Yes,Modern
1819.89063,-1282.8245,10927_4,10927,Modern,Yes,Modern
1818.18555,239.614609,10927_4,10927,Modern,Yes,Modern
1816.48047,-439.78275,10927_4,10927,Modern,Yes,Modern
1814.77344,-702.29132,10927_4,10927,Modern,Yes,Modern
1813.06641,133.58873,10927_4,10927,Modern,Yes,Modern
1811.35938,308.724976,10927_4,10927,Modern,Yes,Modern
1809.65234,-709.48425,10927_4,10927,Modern,Yes,Modern
1807.94531,-600.63934,10927_4,10927,Modern,Yes,Modern
1806.23633,-479.13651,10927_4,10927,Modern,Yes,Modern
1804.5293,-1096.6813,10927_4,10927,Modern,Yes,Modern
1802.82031,-106.24005,10927_4,10927,Modern,Yes,Modern
1801.10938,-827.03314,10927_4,10927,Modern,Yes,Modern
1799.40039,-19.375921,10927_4,10927,Modern,Yes,Modern
1797.69141,-871.90521,10927_4,10927,Modern,Yes,Modern
1795.98047,-1180.8739,10927_4,10927,Modern,Yes,Modern
1794.26953,-91.686531,10927_4,10927,Modern,Yes,Modern
1792.55859,537.138428,10927_4,10927,Modern,Yes,Modern
1790.8457,669.153076,10927_4,10927,Modern,Yes,Modern
1789.13477,1345.38977,10927_4,10927,Modern,Yes,Modern
1787.42188,623.380005,10927_4,10927,Modern,Yes,Modern
1785.70898,65.684082,10927_4,10927,Modern,Yes,Modern
1783.99609,973.49646,10927_4,10927,Modern,Yes,Modern
1782.2832,184.886429,10927_4,10927,Modern,Yes,Modern
1780.56836,344.6828,10927_4,10927,Modern,Yes,Modern
1778.85547,1153.80554,10927_4,10927,Modern,Yes,Modern
1777.14063,1892.17346,10927_4,10927,Modern,Yes,Modern
1775.42578,1015.9361,10927_4,10927,Modern,Yes,Modern
1773.71094,694.032288,10927_4,10927,Modern,Yes,Modern
1771.99414,-18.365616,10927_4,10927,Modern,Yes,Modern
1770.27734,955.069946,10927_4,10927,Modern,Yes,Modern
1768.5625,2199.35059,10927_4,10927,Modern,Yes,Modern
1766.84375,224.338531,10927_4,10927,Modern,Yes,Modern
1765.12695,792.508423,10927_4,10927,Modern,Yes,Modern
1763.41016,335.114441,10927_4,10927,Modern,Yes,Modern
1761.69141,228.132523,10927_4,10927,Modern,Yes,Modern
1759.97266,909.867126,10927_4,10927,Modern,Yes,Modern
1758.25391,-389.13532,10927_4,10927,Modern,Yes,Modern
1756.53516,138.125061,10927_4,10927,Modern,Yes,Modern
1754.81445,285.780121,10927_4,10927,Modern,Yes,Modern
1753.0957,149.196579,10927_4,10927,Modern,Yes,Modern
1751.375,661.284851,10927_4,10927,Modern,Yes,Modern
1749.6543,386.69751,10927_4,10927,Modern,Yes,Modern
1747.93359,231.312607,10927_4,10927,Modern,Yes,Modern
1746.21094,968.700439,10927_4,10927,Modern,Yes,Modern
1744.49023,634.301208,10927_4,10927,Modern,Yes,Modern
1742.76758,237.995804,10927_4,10927,Modern,Yes,Modern
1741.04492,466.145386,10927_4,10927,Modern,Yes,Modern
1739.32227,457.459534,10927_4,10927,Modern,Yes,Modern
1737.59766,218.696625,10927_4,10927,Modern,Yes,Modern
1735.87305,237.117737,10927_4,10927,Modern,Yes,Modern
1734.15039,242.505341,10927_4,10927,Modern,Yes,Modern
1732.42578,-984.25214,10927_4,10927,Modern,Yes,Modern
1730.69922,-57.062355,10927_4,10927,Modern,Yes,Modern
1728.97461,463.970673,10927_4,10927,Modern,Yes,Modern
1727.24805,596.119812,10927_4,10927,Modern,Yes,Modern
1725.52344,-261.86868,10927_4,10927,Modern,Yes,Modern
1723.79492,1237.96448,10927_4,10927,Modern,Yes,Modern
1722.06836,1430.8833,10927_4,10927,Modern,Yes,Modern
1720.3418,1899.39673,10927_4,10927,Modern,Yes,Modern
1718.61328,874.319702,10927_4,10927,Modern,Yes,Modern
1716.88477,1740.95691,10927_4,10927,Modern,Yes,Modern
1715.15625,1069.13635,10927_4,10927,Modern,Yes,Modern
1713.42773,1116.20129,10927_4,10927,Modern,Yes,Modern
1711.69922,2180.38672,10927_4,10927,Modern,Yes,Modern
1709.96875,2434.28125,10927_4,10927,Modern,Yes,Modern
1708.23828,2016.63757,10927_4,10927,Modern,Yes,Modern
1706.50781,2073.97241,10927_4,10927,Modern,Yes,Modern
1704.77734,2444.3811,10927_4,10927,Modern,Yes,Modern
1703.04688,2017.06824,10927_4,10927,Modern,Yes,Modern
1701.31445,1892.91309,10927_4,10927,Modern,Yes,Modern
1699.58203,2647.69409,10927_4,10927,Modern,Yes,Modern
1697.84961,2792.81934,10927_4,10927,Modern,Yes,Modern
1696.11719,3390.29224,10927_4,10927,Modern,Yes,Modern
1694.38477,2830.36572,10927_4,10927,Modern,Yes,Modern
1692.65039,3843.83545,10927_4,10927,Modern,Yes,Modern
1690.91602,3515.69116,10927_4,10927,Modern,Yes,Modern
1689.18164,3803.96826,10927_4,10927,Modern,Yes,Modern
1687.44727,3521.49927,10927_4,10927,Modern,Yes,Modern
1685.71094,2928.79395,10927_4,10927,Modern,Yes,Modern
1683.97656,3482.06397,10927_4,10927,Modern,Yes,Modern
1682.24023,5173.60547,10927_4,10927,Modern,Yes,Modern
1680.50391,5147.83936,10927_4,10927,Modern,Yes,Modern
1678.76758,4154.64746,10927_4,10927,Modern,Yes,Modern
1677.0293,5410.89356,10927_4,10927,Modern,Yes,Modern
1675.29297,4801.71045,10927_4,10927,Modern,Yes,Modern
1673.55469,4860.36572,10927_4,10927,Modern,Yes,Modern
1671.81641,5232.54053,10927_4,10927,Modern,Yes,Modern
1670.07617,5564.54785,10927_4,10927,Modern,Yes,Modern
1668.33789,6021.35889,10927_4,10927,Modern,Yes,Modern
1666.59766,5224.04639,10927_4,10927,Modern,Yes,Modern
1664.85742,7854.35889,10927_4,10927,Modern,Yes,Modern
1663.11719,6012.60156,10927_4,10927,Modern,Yes,Modern
1661.37695,7029.93799,10927_4,10927,Modern,Yes,Modern
1659.63672,7338.20752,10927_4,10927,Modern,Yes,Modern
1657.89453,8102.88721,10927_4,10927,Modern,Yes,Modern
1656.15234,7643.95166,10927_4,10927,Modern,Yes,Modern
1654.41016,8494.83203,10927_4,10927,Modern,Yes,Modern
1652.66797,8902.07031,10927_4,10927,Modern,Yes,Modern
1650.92383,8965.90918,10927_4,10927,Modern,Yes,Modern
1649.18164,10150.4385,10927_4,10927,Modern,Yes,Modern
1647.4375,9323.85059,10927_4,10927,Modern,Yes,Modern
1645.69336,11113.332,10927_4,10927,Modern,Yes,Modern
1643.94727,9966.5127,10927_4,10927,Modern,Yes,Modern
1642.20313,11440.4131,10927_4,10927,Modern,Yes,Modern
1640.45703,12202.877,10927_4,10927,Modern,Yes,Modern
1638.71094,12306.249,10927_4,10927,Modern,Yes,Modern
1636.96484,13449.4951,10927_4,10927,Modern,Yes,Modern
1635.21875,13117.2354,10927_4,10927,Modern,Yes,Modern
1633.4707,14814.2246,10927_4,10927,Modern,Yes,Modern
1631.72461,15462.9121,10927_4,10927,Modern,Yes,Modern
1629.97656,15127.7451,10927_4,10927,Modern,Yes,Modern
1628.22852,15980.0605,10927_4,10927,Modern,Yes,Modern
1626.47852,17769.8887,10927_4,10927,Modern,Yes,Modern
1624.73047,18417.375,10927_4,10927,Modern,Yes,Modern
1622.98047,19253.0566,10927_4,10927,Modern,Yes,Modern
1621.23047,19150.5508,10927_4,10927,Modern,Yes,Modern
1619.48047,20595.6074,10927_4,10927,Modern,Yes,Modern
1617.73047,20623.3496,10927_4,10927,Modern,Yes,Modern
1615.97852,22075.7773,10927_4,10927,Modern,Yes,Modern
1614.22656,22725.9199,10927_4,10927,Modern,Yes,Modern
1612.47461,22923.9883,10927_4,10927,Modern,Yes,Modern
1610.72266,23026.9238,10927_4,10927,Modern,Yes,Modern
1608.9707,24765.9414,10927_4,10927,Modern,Yes,Modern
1607.2168,25801.3262,10927_4,10927,Modern,Yes,Modern
1605.46484,26107.4473,10927_4,10927,Modern,Yes,Modern
1603.71094,26279.9629,10927_4,10927,Modern,Yes,Modern
1601.95508,26129.3438,10927_4,10927,Modern,Yes,Modern
1600.20117,27096.084,10927_4,10927,Modern,Yes,Modern
1598.44531,26735.9063,10927_4,10927,Modern,Yes,Modern
1596.69141,27063.5215,10927_4,10927,Modern,Yes,Modern
1594.93555,27371.1582,10927_4,10927,Modern,Yes,Modern
1593.17773,27392.0352,10927_4,10927,Modern,Yes,Modern
1591.42188,27372.8301,10927_4,10927,Modern,Yes,Modern
1589.66406,27197.709,10927_4,10927,Modern,Yes,Modern
1587.90625,27481.7949,10927_4,10927,Modern,Yes,Modern
1586.14844,27958.1484,10927_4,10927,Modern,Yes,Modern
1584.39063,27778.2402,10927_4,10927,Modern,Yes,Modern
1582.63281,27296.4746,10927_4,10927,Modern,Yes,Modern
1580.87305,28074.6738,10927_4,10927,Modern,Yes,Modern
1579.11328,27816.0801,10927_4,10927,Modern,Yes,Modern
1577.35352,27283.1348,10927_4,10927,Modern,Yes,Modern
1575.59375,26964.2773,10927_4,10927,Modern,Yes,Modern
1573.83203,26349.9805,10927_4,10927,Modern,Yes,Modern
1572.07227,26546.2949,10927_4,10927,Modern,Yes,Modern
1570.31055,26378.4863,10927_4,10927,Modern,Yes,Modern
1568.54883,25825.207,10927_4,10927,Modern,Yes,Modern
1566.78516,24731.0898,10927_4,10927,Modern,Yes,Modern
1565.02344,24388.5879,10927_4,10927,Modern,Yes,Modern
1563.25977,23951.3789,10927_4,10927,Modern,Yes,Modern
1561.49609,24691.1387,10927_4,10927,Modern,Yes,Modern
1559.73242,22602.7461,10927_4,10927,Modern,Yes,Modern
1557.96875,22594.293,10927_4,10927,Modern,Yes,Modern
1556.20313,22765.3613,10927_4,10927,Modern,Yes,Modern
1554.4375,22113.5293,10927_4,10927,Modern,Yes,Modern
1552.67188,22220.8652,10927_4,10927,Modern,Yes,Modern
1550.90625,20753.7051,10927_4,10927,Modern,Yes,Modern
1549.14063,20615.0586,10927_4,10927,Modern,Yes,Modern
1547.37305,19683.1934,10927_4,10927,Modern,Yes,Modern
1545.60547,18989.5293,10927_4,10927,Modern,Yes,Modern
1543.83789,18341.5059,10927_4,10927,Modern,Yes,Modern
1542.07031,18186.6523,10927_4,10927,Modern,Yes,Modern
1540.30273,17901.9688,10927_4,10927,Modern,Yes,Modern
1538.5332,17071.6934,10927_4,10927,Modern,Yes,Modern
1536.76367,15879.8389,10927_4,10927,Modern,Yes,Modern
1534.99414,15146.9131,10927_4,10927,Modern,Yes,Modern
1533.22461,14143.7246,10927_4,10927,Modern,Yes,Modern
1531.45313,14312.4814,10927_4,10927,Modern,Yes,Modern
1529.68359,14922.084,10927_4,10927,Modern,Yes,Modern
1527.91211,13909.6826,10927_4,10927,Modern,Yes,Modern
1526.14063,12482.4453,10927_4,10927,Modern,Yes,Modern
1524.36719,11934.8936,10927_4,10927,Modern,Yes,Modern
1522.5957,11098.8887,10927_4,10927,Modern,Yes,Modern
1520.82227,11025.4346,10927_4,10927,Modern,Yes,Modern
1519.04883,9754.20801,10927_4,10927,Modern,Yes,Modern
1517.27539,10339.208,10927_4,10927,Modern,Yes,Modern
1515.50195,8802.0752,10927_4,10927,Modern,Yes,Modern
1513.72656,8471.7168,10927_4,10927,Modern,Yes,Modern
1511.95117,8523.69629,10927_4,10927,Modern,Yes,Modern
1510.17578,8351.68262,10927_4,10927,Modern,Yes,Modern
1508.40039,7467.72217,10927_4,10927,Modern,Yes,Modern
1506.625,7214.47022,10927_4,10927,Modern,Yes,Modern
1504.84766,7073.96631,10927_4,10927,Modern,Yes,Modern
1503.07031,6664.51465,10927_4,10927,Modern,Yes,Modern
1501.29297,6228.79932,10927_4,10927,Modern,Yes,Modern
1499.51563,5999.30273,10927_4,10927,Modern,Yes,Modern
1497.73633,6000.19971,10927_4,10927,Modern,Yes,Modern
1495.95898,6780.69678,10927_4,10927,Modern,Yes,Modern
1494.17969,5723.05371,10927_4,10927,Modern,Yes,Modern
1492.40039,4697.66943,10927_4,10927,Modern,Yes,Modern
1490.61914,4490.53711,10927_4,10927,Modern,Yes,Modern
1488.83984,5174.30127,10927_4,10927,Modern,Yes,Modern
1487.05859,4931.73633,10927_4,10927,Modern,Yes,Modern
1485.27734,4956.01318,10927_4,10927,Modern,Yes,Modern
1483.49609,3956.9541,10927_4,10927,Modern,Yes,Modern
1481.71484,5233.11914,10927_4,10927,Modern,Yes,Modern
1479.93164,4791.93506,10927_4,10927,Modern,Yes,Modern
1478.14844,4628.84375,10927_4,10927,Modern,Yes,Modern
1476.36523,4367.79248,10927_4,10927,Modern,Yes,Modern
1474.58203,4274.49512,10927_4,10927,Modern,Yes,Modern
1472.79883,3300.75732,10927_4,10927,Modern,Yes,Modern
1471.01367,4055.77026,10927_4,10927,Modern,Yes,Modern
1469.22852,3961.47559,10927_4,10927,Modern,Yes,Modern
1467.44336,4413.10205,10927_4,10927,Modern,Yes,Modern
1465.6582,3767.65723,10927_4,10927,Modern,Yes,Modern
1463.87109,3288.88794,10927_4,10927,Modern,Yes,Modern
1462.08398,3317.81909,10927_4,10927,Modern,Yes,Modern
1460.29883,4024.52905,10927_4,10927,Modern,Yes,Modern
1458.50977,3260.62769,10927_4,10927,Modern,Yes,Modern
1456.72266,4030.20557,10927_4,10927,Modern,Yes,Modern
1454.93555,3179.99829,10927_4,10927,Modern,Yes,Modern
1453.14648,3203.78101,10927_4,10927,Modern,Yes,Modern
1451.35742,3225.98218,10927_4,10927,Modern,Yes,Modern
1449.56836,2718.53101,10927_4,10927,Modern,Yes,Modern
1447.77734,2264.9773,10927_4,10927,Modern,Yes,Modern
1445.98828,3383.56616,10927_4,10927,Modern,Yes,Modern
1444.19727,3385.88062,10927_4,10927,Modern,Yes,Modern
1442.40625,3364.22388,10927_4,10927,Modern,Yes,Modern
1440.61328,1998.12415,10927_4,10927,Modern,Yes,Modern
1438.82227,2807.91382,10927_4,10927,Modern,Yes,Modern
1437.0293,2397.2583,10927_4,10927,Modern,Yes,Modern
1435.23633,1830.8075,10927_4,10927,Modern,Yes,Modern
1433.44336,3140.79883,10927_4,10927,Modern,Yes,Modern
1431.65039,1792.03015,10927_4,10927,Modern,Yes,Modern
1429.85547,1832.10986,10927_4,10927,Modern,Yes,Modern
1428.0625,1752.62842,10927_4,10927,Modern,Yes,Modern
1426.26758,1353.53479,10927_4,10927,Modern,Yes,Modern
1424.4707,1909.58899,10927_4,10927,Modern,Yes,Modern
1422.67578,823.37793,10927_4,10927,Modern,Yes,Modern
1420.87891,839.539917,10927_4,10927,Modern,Yes,Modern
1419.08398,117.820557,10927_4,10927,Modern,Yes,Modern
1417.28516,52.200684,10927_4,10927,Modern,Yes,Modern
1415.48828,635.712646,10927_4,10927,Modern,Yes,Modern
1413.69141,96.463287,10927_4,10927,Modern,Yes,Modern
1411.89258,261.587097,10927_4,10927,Modern,Yes,Modern
1410.09375,134.139908,10927_4,10927,Modern,Yes,Modern
1408.29492,-542.0072,10927_4,10927,Modern,Yes,Modern
1406.49609,971.329895,10927_4,10927,Modern,Yes,Modern
1404.69531,-255.26425,10927_4,10927,Modern,Yes,Modern
1402.89453,116.187813,10927_4,10927,Modern,Yes,Modern
1401.09375,818.13385,10927_4,10927,Modern,Yes,Modern
1399.29297,-113.96181,10927_4,10927,Modern,Yes,Modern
1397.49219,602.520569,10927_4,10927,Modern,Yes,Modern
1395.68945,3.55406,10927_4,10927,Modern,Yes,Modern
1393.88672,-404.5423,10927_4,10927,Modern,Yes,Modern
1392.08398,-758.86902,10927_4,10927,Modern,Yes,Modern
1390.28125,-214.00641,10927_4,10927,Modern,Yes,Modern
1388.47656,-101.61919,10927_4,10927,Modern,Yes,Modern
1386.67383,-376.06836,10927_4,10927,Modern,Yes,Modern
1384.86914,-561.4917,10927_4,10927,Modern,Yes,Modern
1383.0625,157.382507,10927_4,10927,Modern,Yes,Modern
1381.25781,98.657463,10927_4,10927,Modern,Yes,Modern
1379.45313,943.390869,10927_4,10927,Modern,Yes,Modern
1377.64648,174.529144,10927_4,10927,Modern,Yes,Modern
1375.83984,419.279205,10927_4,10927,Modern,Yes,Modern
1374.03125,952.187561,10927_4,10927,Modern,Yes,Modern
1372.22461,623.507202,10927_4,10927,Modern,Yes,Modern
1370.41602,709.97937,10927_4,10927,Modern,Yes,Modern
1368.60742,1902.14002,10927_4,10927,Modern,Yes,Modern
1366.79883,2284.96533,10927_4,10927,Modern,Yes,Modern
1364.99023,1900.83826,10927_4,10927,Modern,Yes,Modern
1363.17969,2120.96533,10927_4,10927,Modern,Yes,Modern
1361.37109,3183.55322,10927_4,10927,Modern,Yes,Modern
1359.56055,2341.30689,10927_4,10927,Modern,Yes,Modern
1357.75,3111.59522,10927_4,10927,Modern,Yes,Modern
1355.9375,2058.79419,10927_4,10927,Modern,Yes,Modern
1354.125,3541.45337,10927_4,10927,Modern,Yes,Modern
1352.31445,3189.57593,10927_4,10927,Modern,Yes,Modern
1350.50195,2811.25952,10927_4,10927,Modern,Yes,Modern
1348.6875,2880.48779,10927_4,10927,Modern,Yes,Modern
1346.875,2641.53125,10927_4,10927,Modern,Yes,Modern
1345.06055,2517.85303,10927_4,10927,Modern,Yes,Modern
1343.24609,3072.82056,10927_4,10927,Modern,Yes,Modern
1341.43164,3185.35938,10927_4,10927,Modern,Yes,Modern
1339.61719,3114.01733,10927_4,10927,Modern,Yes,Modern
1337.80078,2688.65601,10927_4,10927,Modern,Yes,Modern
1335.98438,3313.36108,10927_4,10927,Modern,Yes,Modern
