Raman_shift,Intensity,Sample,Location,Age,Orgs,Type
649.130859,-954.615479,BC4_3,Bear Creek,Eocene,Yes,Ancient
647.148438,587.494263,BC4_3,Bear Creek,Eocene,Yes,Ancient
645.166016,0,BC4_3,Bear Creek,Eocene,Yes,Ancient
2433.757813,0,BC4_4,Bear Creek,Eocene,Yes,Ancient
2432.185547,-899.902344,BC4_4,Bear Creek,Eocene,Yes,Ancient
2430.615234,695.348694,BC4_4,Bear Creek,Eocene,Yes,Ancient
2429.042969,1322.813599,BC4_4,Bear Creek,Eocene,Yes,Ancient
2427.470703,2316.508789,BC4_4,Bear Creek,Eocene,Yes,Ancient
2425.898438,3399.504883,BC4_4,Bear Creek,Eocene,Yes,Ancient
2424.324219,3967.70752,BC4_4,Bear Creek,Eocene,Yes,Ancient
2422.751953,2862.314209,BC4_4,Bear Creek,Eocene,Yes,Ancient
2421.177734,1931.49585,BC4_4,Bear Creek,Eocene,Yes,Ancient
2419.603516,720.162964,BC4_4,Bear Creek,Eocene,Yes,Ancient
2418.029297,2299.372803,BC4_4,Bear Creek,Eocene,Yes,Ancient
2416.455078,2787.054443,BC4_4,Bear Creek,Eocene,Yes,Ancient
2414.878906,324.458069,BC4_4,Bear Creek,Eocene,Yes,Ancient
2413.304688,2210.172607,BC4_4,Bear Creek,Eocene,Yes,Ancient
2411.728516,3324.205078,BC4_4,Bear Creek,Eocene,Yes,Ancient
2410.152344,445.027039,BC4_4,Bear Creek,Eocene,Yes,Ancient
2408.576172,1830.993286,BC4_4,Bear Creek,Eocene,Yes,Ancient
2407,2648.330566,BC4_4,Bear Creek,Eocene,Yes,Ancient
2405.421875,2790.287842,BC4_4,Bear Creek,Eocene,Yes,Ancient
2403.845703,198.605896,BC4_4,Bear Creek,Eocene,Yes,Ancient
2402.267578,37.746231,BC4_4,Bear Creek,Eocene,Yes,Ancient
2400.689453,-1519.971313,BC4_4,Bear Creek,Eocene,Yes,Ancient
2399.111328,380.232635,BC4_4,Bear Creek,Eocene,Yes,Ancient
2397.53125,-653.559875,BC4_4,Bear Creek,Eocene,Yes,Ancient
2395.953125,-324.364197,BC4_4,Bear Creek,Eocene,Yes,Ancient
2394.373047,-497.724884,BC4_4,Bear Creek,Eocene,Yes,Ancient
2392.792969,-1047.425171,BC4_4,Bear Creek,Eocene,Yes,Ancient
2391.212891,-1003.007751,BC4_4,Bear Creek,Eocene,Yes,Ancient
2389.632813,-603.454651,BC4_4,Bear Creek,Eocene,Yes,Ancient
2388.052734,546.874756,BC4_4,Bear Creek,Eocene,Yes,Ancient
2386.470703,-1054.000977,BC4_4,Bear Creek,Eocene,Yes,Ancient
2384.888672,-2202.136963,BC4_4,Bear Creek,Eocene,Yes,Ancient
2383.306641,-665.01947,BC4_4,Bear Creek,Eocene,Yes,Ancient
2381.724609,1018.185181,BC4_4,Bear Creek,Eocene,Yes,Ancient
2380.142578,507.922577,BC4_4,Bear Creek,Eocene,Yes,Ancient
2378.558594,2528.097168,BC4_4,Bear Creek,Eocene,Yes,Ancient
2376.976563,1340.219971,BC4_4,Bear Creek,Eocene,Yes,Ancient
2375.392578,1452.759644,BC4_4,Bear Creek,Eocene,Yes,Ancient
2373.808594,2325.993652,BC4_4,Bear Creek,Eocene,Yes,Ancient
2372.224609,784.157837,BC4_4,Bear Creek,Eocene,Yes,Ancient
2370.638672,1348.795288,BC4_4,Bear Creek,Eocene,Yes,Ancient
2369.054688,1038.741577,BC4_4,Bear Creek,Eocene,Yes,Ancient
2367.46875,1327.55481,BC4_4,Bear Creek,Eocene,Yes,Ancient
2365.882813,775.580994,BC4_4,Bear Creek,Eocene,Yes,Ancient
2364.296875,2185.660645,BC4_4,Bear Creek,Eocene,Yes,Ancient
2362.710938,-424.617737,BC4_4,Bear Creek,Eocene,Yes,Ancient
2361.125,562.333618,BC4_4,Bear Creek,Eocene,Yes,Ancient
2359.537109,1719.22522,BC4_4,Bear Creek,Eocene,Yes,Ancient
2357.949219,1357.456421,BC4_4,Bear Creek,Eocene,Yes,Ancient
2356.361328,155.937775,BC4_4,Bear Creek,Eocene,Yes,Ancient
2354.773438,-308.742706,BC4_4,Bear Creek,Eocene,Yes,Ancient
2353.185547,-3008.980713,BC4_4,Bear Creek,Eocene,Yes,Ancient
2351.597656,-1299.42688,BC4_4,Bear Creek,Eocene,Yes,Ancient
2350.007813,-160.829269,BC4_4,Bear Creek,Eocene,Yes,Ancient
2348.417969,-923.588989,BC4_4,Bear Creek,Eocene,Yes,Ancient
2346.828125,-1754.393921,BC4_4,Bear Creek,Eocene,Yes,Ancient
2345.238281,324.191772,BC4_4,Bear Creek,Eocene,Yes,Ancient
2343.648438,2589.602783,BC4_4,Bear Creek,Eocene,Yes,Ancient
2342.056641,-922.376831,BC4_4,Bear Creek,Eocene,Yes,Ancient
2340.464844,-1423.973999,BC4_4,Bear Creek,Eocene,Yes,Ancient
2338.875,1415.88623,BC4_4,Bear Creek,Eocene,Yes,Ancient
2337.283203,-2077.212402,BC4_4,Bear Creek,Eocene,Yes,Ancient
2335.689453,-457.00058,BC4_4,Bear Creek,Eocene,Yes,Ancient
2334.097656,-2101.68042,BC4_4,Bear Creek,Eocene,Yes,Ancient
2332.503906,459.500946,BC4_4,Bear Creek,Eocene,Yes,Ancient
2330.912109,-730.136292,BC4_4,Bear Creek,Eocene,Yes,Ancient
2329.318359,-1085.24292,BC4_4,Bear Creek,Eocene,Yes,Ancient
2327.724609,-1799.519775,BC4_4,Bear Creek,Eocene,Yes,Ancient
2326.128906,-1081.997803,BC4_4,Bear Creek,Eocene,Yes,Ancient
2324.535156,-1948.672974,BC4_4,Bear Creek,Eocene,Yes,Ancient
2322.939453,-2744.023438,BC4_4,Bear Creek,Eocene,Yes,Ancient
2321.34375,81.654541,BC4_4,Bear Creek,Eocene,Yes,Ancient
2319.748047,1089.66272,BC4_4,Bear Creek,Eocene,Yes,Ancient
2318.152344,-1138.823853,BC4_4,Bear Creek,Eocene,Yes,Ancient
2316.556641,-689.067139,BC4_4,Bear Creek,Eocene,Yes,Ancient
2314.958984,686.896301,BC4_4,Bear Creek,Eocene,Yes,Ancient
2313.361328,1000.669067,BC4_4,Bear Creek,Eocene,Yes,Ancient
2311.765625,-1175.898193,BC4_4,Bear Creek,Eocene,Yes,Ancient
2310.167969,505.989258,BC4_4,Bear Creek,Eocene,Yes,Ancient
2308.568359,229.417542,BC4_4,Bear Creek,Eocene,Yes,Ancient
2306.970703,200.811508,BC4_4,Bear Creek,Eocene,Yes,Ancient
2305.371094,-956.831848,BC4_4,Bear Creek,Eocene,Yes,Ancient
2303.773438,-302.761902,BC4_4,Bear Creek,Eocene,Yes,Ancient
2302.173828,-4311.063965,BC4_4,Bear Creek,Eocene,Yes,Ancient
2300.572266,-2351.857178,BC4_4,Bear Creek,Eocene,Yes,Ancient
2298.972656,521.669556,BC4_4,Bear Creek,Eocene,Yes,Ancient
2297.373047,-71.055603,BC4_4,Bear Creek,Eocene,Yes,Ancient
2295.771484,-663.200378,BC4_4,Bear Creek,Eocene,Yes,Ancient
2294.169922,-58.386837,BC4_4,Bear Creek,Eocene,Yes,Ancient
2292.568359,-325.581665,BC4_4,Bear Creek,Eocene,Yes,Ancient
2290.966797,152.320145,BC4_4,Bear Creek,Eocene,Yes,Ancient
2289.365234,-624.827209,BC4_4,Bear Creek,Eocene,Yes,Ancient
2287.761719,-2099.198975,BC4_4,Bear Creek,Eocene,Yes,Ancient
2286.158203,-168.727066,BC4_4,Bear Creek,Eocene,Yes,Ancient
2284.554688,-601.157166,BC4_4,Bear Creek,Eocene,Yes,Ancient
2282.951172,237.514374,BC4_4,Bear Creek,Eocene,Yes,Ancient
2281.347656,270.478119,BC4_4,Bear Creek,Eocene,Yes,Ancient
2279.744141,399.424255,BC4_4,Bear Creek,Eocene,Yes,Ancient
2278.138672,2240.238281,BC4_4,Bear Creek,Eocene,Yes,Ancient
2276.533203,1166.848145,BC4_4,Bear Creek,Eocene,Yes,Ancient
2274.927734,-557.496948,BC4_4,Bear Creek,Eocene,Yes,Ancient
2273.322266,361.07724,BC4_4,Bear Creek,Eocene,Yes,Ancient
2271.716797,578.319702,BC4_4,Bear Creek,Eocene,Yes,Ancient
2270.109375,1310.595459,BC4_4,Bear Creek,Eocene,Yes,Ancient
2268.501953,-850.099609,BC4_4,Bear Creek,Eocene,Yes,Ancient
2266.896484,-1980.250244,BC4_4,Bear Creek,Eocene,Yes,Ancient
2265.289063,-1051.081055,BC4_4,Bear Creek,Eocene,Yes,Ancient
2263.679688,506.007935,BC4_4,Bear Creek,Eocene,Yes,Ancient
2262.072266,-2023.241699,BC4_4,Bear Creek,Eocene,Yes,Ancient
2260.462891,-1488.412476,BC4_4,Bear Creek,Eocene,Yes,Ancient
2258.855469,-678.293457,BC4_4,Bear Creek,Eocene,Yes,Ancient
2257.246094,-1452.627808,BC4_4,Bear Creek,Eocene,Yes,Ancient
2255.636719,-1998.623413,BC4_4,Bear Creek,Eocene,Yes,Ancient
2254.025391,-1120.569214,BC4_4,Bear Creek,Eocene,Yes,Ancient
2252.416016,-1046.55127,BC4_4,Bear Creek,Eocene,Yes,Ancient
2250.804688,11.347164,BC4_4,Bear Creek,Eocene,Yes,Ancient
2249.193359,-1217.917847,BC4_4,Bear Creek,Eocene,Yes,Ancient
2247.582031,-1417.983398,BC4_4,Bear Creek,Eocene,Yes,Ancient
2245.970703,569.95105,BC4_4,Bear Creek,Eocene,Yes,Ancient
2244.359375,-2449.939453,BC4_4,Bear Creek,Eocene,Yes,Ancient
2242.746094,164.076813,BC4_4,Bear Creek,Eocene,Yes,Ancient
2241.132813,1233.520752,BC4_4,Bear Creek,Eocene,Yes,Ancient
2239.519531,-658.185303,BC4_4,Bear Creek,Eocene,Yes,Ancient
2237.90625,-408.492706,BC4_4,Bear Creek,Eocene,Yes,Ancient
2236.292969,331.944702,BC4_4,Bear Creek,Eocene,Yes,Ancient
2234.679688,950.080322,BC4_4,Bear Creek,Eocene,Yes,Ancient
2233.064453,-976.477478,BC4_4,Bear Creek,Eocene,Yes,Ancient
2231.449219,-1219.868042,BC4_4,Bear Creek,Eocene,Yes,Ancient
2229.833984,433.629242,BC4_4,Bear Creek,Eocene,Yes,Ancient
2228.21875,-897.077148,BC4_4,Bear Creek,Eocene,Yes,Ancient
2226.603516,434.795532,BC4_4,Bear Creek,Eocene,Yes,Ancient
2224.986328,437.422394,BC4_4,Bear Creek,Eocene,Yes,Ancient
2223.371094,-256.832245,BC4_4,Bear Creek,Eocene,Yes,Ancient
2221.753906,269.529816,BC4_4,Bear Creek,Eocene,Yes,Ancient
2220.136719,-270.972687,BC4_4,Bear Creek,Eocene,Yes,Ancient
2218.517578,493.122833,BC4_4,Bear Creek,Eocene,Yes,Ancient
2216.900391,-574.069397,BC4_4,Bear Creek,Eocene,Yes,Ancient
2215.28125,-1985.723267,BC4_4,Bear Creek,Eocene,Yes,Ancient
2213.664063,-1255.021973,BC4_4,Bear Creek,Eocene,Yes,Ancient
2212.044922,640.724121,BC4_4,Bear Creek,Eocene,Yes,Ancient
2210.423828,-1036.510376,BC4_4,Bear Creek,Eocene,Yes,Ancient
2208.804688,-2082.149414,BC4_4,Bear Creek,Eocene,Yes,Ancient
2207.185547,-263.049133,BC4_4,Bear Creek,Eocene,Yes,Ancient
2205.564453,-641.680298,BC4_4,Bear Creek,Eocene,Yes,Ancient
2203.943359,473.514496,BC4_4,Bear Creek,Eocene,Yes,Ancient
2202.322266,-1105.111572,BC4_4,Bear Creek,Eocene,Yes,Ancient
2200.701172,510.482513,BC4_4,Bear Creek,Eocene,Yes,Ancient
2199.078125,734.5448,BC4_4,Bear Creek,Eocene,Yes,Ancient
2197.457031,459.773224,BC4_4,Bear Creek,Eocene,Yes,Ancient
2195.833984,-651.800781,BC4_4,Bear Creek,Eocene,Yes,Ancient
2194.210938,703.657959,BC4_4,Bear Creek,Eocene,Yes,Ancient
2192.587891,6.380457,BC4_4,Bear Creek,Eocene,Yes,Ancient
2190.964844,-175.588943,BC4_4,Bear Creek,Eocene,Yes,Ancient
2189.339844,1771.016846,BC4_4,Bear Creek,Eocene,Yes,Ancient
2187.716797,489.434021,BC4_4,Bear Creek,Eocene,Yes,Ancient
2186.091797,-1612.075073,BC4_4,Bear Creek,Eocene,Yes,Ancient
2184.466797,-643.313354,BC4_4,Bear Creek,Eocene,Yes,Ancient
2182.841797,1252.421143,BC4_4,Bear Creek,Eocene,Yes,Ancient
2181.214844,2233.127441,BC4_4,Bear Creek,Eocene,Yes,Ancient
2179.589844,2187.683594,BC4_4,Bear Creek,Eocene,Yes,Ancient
2177.962891,-359.268707,BC4_4,Bear Creek,Eocene,Yes,Ancient
2176.335938,68.757698,BC4_4,Bear Creek,Eocene,Yes,Ancient
2174.708984,-970.934814,BC4_4,Bear Creek,Eocene,Yes,Ancient
2173.082031,1368.457642,BC4_4,Bear Creek,Eocene,Yes,Ancient
2171.453125,2288.958496,BC4_4,Bear Creek,Eocene,Yes,Ancient
2169.824219,1304.362915,BC4_4,Bear Creek,Eocene,Yes,Ancient
2168.197266,644.475952,BC4_4,Bear Creek,Eocene,Yes,Ancient
2166.568359,1799.515869,BC4_4,Bear Creek,Eocene,Yes,Ancient
2164.9375,214.443405,BC4_4,Bear Creek,Eocene,Yes,Ancient
2163.308594,2465.593018,BC4_4,Bear Creek,Eocene,Yes,Ancient
2161.677734,2741.499512,BC4_4,Bear Creek,Eocene,Yes,Ancient
2160.048828,2126.456787,BC4_4,Bear Creek,Eocene,Yes,Ancient
2158.417969,-448.963501,BC4_4,Bear Creek,Eocene,Yes,Ancient
2156.787109,-437.939667,BC4_4,Bear Creek,Eocene,Yes,Ancient
2155.154297,494.583496,BC4_4,Bear Creek,Eocene,Yes,Ancient
2153.523438,571.393738,BC4_4,Bear Creek,Eocene,Yes,Ancient
2151.890625,-395.879059,BC4_4,Bear Creek,Eocene,Yes,Ancient
2150.257813,680.927429,BC4_4,Bear Creek,Eocene,Yes,Ancient
2148.625,-569.267151,BC4_4,Bear Creek,Eocene,Yes,Ancient
2146.992188,-632.048157,BC4_4,Bear Creek,Eocene,Yes,Ancient
2145.359375,-209.504913,BC4_4,Bear Creek,Eocene,Yes,Ancient
2143.724609,1263.817993,BC4_4,Bear Creek,Eocene,Yes,Ancient
2142.091797,1071.931641,BC4_4,Bear Creek,Eocene,Yes,Ancient
2140.457031,1255.855713,BC4_4,Bear Creek,Eocene,Yes,Ancient
2138.822266,793.069641,BC4_4,Bear Creek,Eocene,Yes,Ancient
2137.185547,-160.82988,BC4_4,Bear Creek,Eocene,Yes,Ancient
2135.550781,-936.691956,BC4_4,Bear Creek,Eocene,Yes,Ancient
2133.914063,6.029148,BC4_4,Bear Creek,Eocene,Yes,Ancient
2132.277344,-936.242126,BC4_4,Bear Creek,Eocene,Yes,Ancient
2130.640625,-938.310181,BC4_4,Bear Creek,Eocene,Yes,Ancient
2129.003906,-600.854614,BC4_4,Bear Creek,Eocene,Yes,Ancient
2127.367188,-2795.492676,BC4_4,Bear Creek,Eocene,Yes,Ancient
2125.728516,-66.399124,BC4_4,Bear Creek,Eocene,Yes,Ancient
2124.091797,-527.905884,BC4_4,Bear Creek,Eocene,Yes,Ancient
2122.453125,-2081.516357,BC4_4,Bear Creek,Eocene,Yes,Ancient
2120.814453,270.33017,BC4_4,Bear Creek,Eocene,Yes,Ancient
2119.173828,2642.875488,BC4_4,Bear Creek,Eocene,Yes,Ancient
2117.535156,410.245667,BC4_4,Bear Creek,Eocene,Yes,Ancient
2115.894531,2283.520264,BC4_4,Bear Creek,Eocene,Yes,Ancient
2114.253906,1341.83252,BC4_4,Bear Creek,Eocene,Yes,Ancient
2112.613281,-1618.694458,BC4_4,Bear Creek,Eocene,Yes,Ancient
2110.972656,1308.936646,BC4_4,Bear Creek,Eocene,Yes,Ancient
2109.332031,547.035767,BC4_4,Bear Creek,Eocene,Yes,Ancient
2107.689453,-482.917297,BC4_4,Bear Creek,Eocene,Yes,Ancient
2106.046875,-1974.287964,BC4_4,Bear Creek,Eocene,Yes,Ancient
2104.404297,-1898.20874,BC4_4,Bear Creek,Eocene,Yes,Ancient
2102.761719,-65.307533,BC4_4,Bear Creek,Eocene,Yes,Ancient
2101.119141,811.907532,BC4_4,Bear Creek,Eocene,Yes,Ancient
2099.476563,-704.494812,BC4_4,Bear Creek,Eocene,Yes,Ancient
2097.832031,-674.251587,BC4_4,Bear Creek,Eocene,Yes,Ancient
2096.1875,-1759.091064,BC4_4,Bear Creek,Eocene,Yes,Ancient
2094.542969,-1662.711792,BC4_4,Bear Creek,Eocene,Yes,Ancient
2092.898438,-1064.312134,BC4_4,Bear Creek,Eocene,Yes,Ancient
2091.251953,-2357.748291,BC4_4,Bear Creek,Eocene,Yes,Ancient
2089.607422,-2638.536377,BC4_4,Bear Creek,Eocene,Yes,Ancient
2087.960938,-158.501755,BC4_4,Bear Creek,Eocene,Yes,Ancient
2086.314453,502.638306,BC4_4,Bear Creek,Eocene,Yes,Ancient
2084.667969,-1203.116699,BC4_4,Bear Creek,Eocene,Yes,Ancient
2083.021484,-1432.204224,BC4_4,Bear Creek,Eocene,Yes,Ancient
2081.373047,-2748.890137,BC4_4,Bear Creek,Eocene,Yes,Ancient
2079.724609,-2460.688721,BC4_4,Bear Creek,Eocene,Yes,Ancient
2078.078125,-1930.921875,BC4_4,Bear Creek,Eocene,Yes,Ancient
2076.429688,-2219.936279,BC4_4,Bear Creek,Eocene,Yes,Ancient
2074.779297,-2671.210205,BC4_4,Bear Creek,Eocene,Yes,Ancient
2073.130859,-1345.910522,BC4_4,Bear Creek,Eocene,Yes,Ancient
2071.480469,406.391876,BC4_4,Bear Creek,Eocene,Yes,Ancient
2069.832031,-1054.339111,BC4_4,Bear Creek,Eocene,Yes,Ancient
2068.181641,-80.943901,BC4_4,Bear Creek,Eocene,Yes,Ancient
2066.529297,607.079712,BC4_4,Bear Creek,Eocene,Yes,Ancient
2064.878906,-1180.311523,BC4_4,Bear Creek,Eocene,Yes,Ancient
2063.228516,-680.944824,BC4_4,Bear Creek,Eocene,Yes,Ancient
2061.576172,275.97583,BC4_4,Bear Creek,Eocene,Yes,Ancient
2059.923828,-1282.418945,BC4_4,Bear Creek,Eocene,Yes,Ancient
2058.271484,46.333351,BC4_4,Bear Creek,Eocene,Yes,Ancient
2056.619141,-1727.741821,BC4_4,Bear Creek,Eocene,Yes,Ancient
2054.964844,118.070343,BC4_4,Bear Creek,Eocene,Yes,Ancient
2053.310547,1122.468872,BC4_4,Bear Creek,Eocene,Yes,Ancient
2051.658203,-249.702942,BC4_4,Bear Creek,Eocene,Yes,Ancient
2050.003906,649.846924,BC4_4,Bear Creek,Eocene,Yes,Ancient
2048.347656,1261.898926,BC4_4,Bear Creek,Eocene,Yes,Ancient
2046.693359,-1762.326782,BC4_4,Bear Creek,Eocene,Yes,Ancient
2045.039063,-2716.231201,BC4_4,Bear Creek,Eocene,Yes,Ancient
2043.382813,-2441.381836,BC4_4,Bear Creek,Eocene,Yes,Ancient
2041.726563,-839.567444,BC4_4,Bear Creek,Eocene,Yes,Ancient
2040.070313,-3390.643799,BC4_4,Bear Creek,Eocene,Yes,Ancient
2038.412109,-620.563782,BC4_4,Bear Creek,Eocene,Yes,Ancient
2036.755859,-1856.78772,BC4_4,Bear Creek,Eocene,Yes,Ancient
2035.097656,-708.978577,BC4_4,Bear Creek,Eocene,Yes,Ancient
2033.439453,-1005.174011,BC4_4,Bear Creek,Eocene,Yes,Ancient
2031.78125,-179.680069,BC4_4,Bear Creek,Eocene,Yes,Ancient
2030.123047,-940.744507,BC4_4,Bear Creek,Eocene,Yes,Ancient
2028.464844,974.447998,BC4_4,Bear Creek,Eocene,Yes,Ancient
2026.804688,472.88092,BC4_4,Bear Creek,Eocene,Yes,Ancient
2025.144531,1965.643433,BC4_4,Bear Creek,Eocene,Yes,Ancient
2023.484375,3251.480469,BC4_4,Bear Creek,Eocene,Yes,Ancient
2021.824219,783.5755,BC4_4,Bear Creek,Eocene,Yes,Ancient
2020.164063,209.985657,BC4_4,Bear Creek,Eocene,Yes,Ancient
2018.501953,2414.431641,BC4_4,Bear Creek,Eocene,Yes,Ancient
2016.841797,1378.075684,BC4_4,Bear Creek,Eocene,Yes,Ancient
2015.179688,2046.037964,BC4_4,Bear Creek,Eocene,Yes,Ancient
2013.517578,1221.894775,BC4_4,Bear Creek,Eocene,Yes,Ancient
2011.853516,291.00174,BC4_4,Bear Creek,Eocene,Yes,Ancient
2010.191406,-1265.404419,BC4_4,Bear Creek,Eocene,Yes,Ancient
2008.527344,410.066589,BC4_4,Bear Creek,Eocene,Yes,Ancient
2006.863281,1656.341187,BC4_4,Bear Creek,Eocene,Yes,Ancient
2005.199219,1258.775757,BC4_4,Bear Creek,Eocene,Yes,Ancient
2003.535156,-1098.273193,BC4_4,Bear Creek,Eocene,Yes,Ancient
2001.871094,-792.636841,BC4_4,Bear Creek,Eocene,Yes,Ancient
2000.205078,-1064.252197,BC4_4,Bear Creek,Eocene,Yes,Ancient
1998.539063,576.654541,BC4_4,Bear Creek,Eocene,Yes,Ancient
1996.873047,-940.315247,BC4_4,Bear Creek,Eocene,Yes,Ancient
1995.207031,-1749.989258,BC4_4,Bear Creek,Eocene,Yes,Ancient
1993.541016,-962.246582,BC4_4,Bear Creek,Eocene,Yes,Ancient
1991.873047,396.160217,BC4_4,Bear Creek,Eocene,Yes,Ancient
1990.207031,-1525.589233,BC4_4,Bear Creek,Eocene,Yes,Ancient
1988.539063,980.536743,BC4_4,Bear Creek,Eocene,Yes,Ancient
1986.871094,-764.695679,BC4_4,Bear Creek,Eocene,Yes,Ancient
1985.201172,-1905.185181,BC4_4,Bear Creek,Eocene,Yes,Ancient
1983.533203,-2144.623779,BC4_4,Bear Creek,Eocene,Yes,Ancient
1981.863281,-744.39447,BC4_4,Bear Creek,Eocene,Yes,Ancient
1980.195313,-1398.119751,BC4_4,Bear Creek,Eocene,Yes,Ancient
1978.525391,-1449.244751,BC4_4,Bear Creek,Eocene,Yes,Ancient
1976.853516,-1652.414917,BC4_4,Bear Creek,Eocene,Yes,Ancient
1975.183594,-1081.921265,BC4_4,Bear Creek,Eocene,Yes,Ancient
1973.511719,-532.267822,BC4_4,Bear Creek,Eocene,Yes,Ancient
1971.841797,-1802.589355,BC4_4,Bear Creek,Eocene,Yes,Ancient
1970.169922,-1823.476563,BC4_4,Bear Creek,Eocene,Yes,Ancient
1968.496094,-2931.415527,BC4_4,Bear Creek,Eocene,Yes,Ancient
1966.824219,-2030.079346,BC4_4,Bear Creek,Eocene,Yes,Ancient
1965.152344,-1194.50647,BC4_4,Bear Creek,Eocene,Yes,Ancient
1963.478516,-2446.871338,BC4_4,Bear Creek,Eocene,Yes,Ancient
1961.804688,-474.633392,BC4_4,Bear Creek,Eocene,Yes,Ancient
1960.130859,-78.538872,BC4_4,Bear Creek,Eocene,Yes,Ancient
1958.457031,576.037231,BC4_4,Bear Creek,Eocene,Yes,Ancient
1956.78125,-10.363564,BC4_4,Bear Creek,Eocene,Yes,Ancient
1955.107422,541.248047,BC4_4,Bear Creek,Eocene,Yes,Ancient
1953.431641,2551.775635,BC4_4,Bear Creek,Eocene,Yes,Ancient
1951.755859,1049.11792,BC4_4,Bear Creek,Eocene,Yes,Ancient
1950.078125,1114.979004,BC4_4,Bear Creek,Eocene,Yes,Ancient
1948.402344,-543.844788,BC4_4,Bear Creek,Eocene,Yes,Ancient
1946.724609,820.938232,BC4_4,Bear Creek,Eocene,Yes,Ancient
1945.048828,636.520081,BC4_4,Bear Creek,Eocene,Yes,Ancient
1943.371094,1658.800293,BC4_4,Bear Creek,Eocene,Yes,Ancient
1941.691406,431.88089,BC4_4,Bear Creek,Eocene,Yes,Ancient
1940.013672,524.196228,BC4_4,Bear Creek,Eocene,Yes,Ancient
1938.335938,810.059692,BC4_4,Bear Creek,Eocene,Yes,Ancient
1936.65625,675.090149,BC4_4,Bear Creek,Eocene,Yes,Ancient
1934.976563,125.517761,BC4_4,Bear Creek,Eocene,Yes,Ancient
1933.296875,506.286743,BC4_4,Bear Creek,Eocene,Yes,Ancient
1931.615234,-20.874105,BC4_4,Bear Creek,Eocene,Yes,Ancient
1929.935547,2325.545898,BC4_4,Bear Creek,Eocene,Yes,Ancient
1928.253906,1103.769409,BC4_4,Bear Creek,Eocene,Yes,Ancient
1926.572266,640.016113,BC4_4,Bear Creek,Eocene,Yes,Ancient
1924.890625,-1735.894653,BC4_4,Bear Creek,Eocene,Yes,Ancient
1923.208984,-596.080627,BC4_4,Bear Creek,Eocene,Yes,Ancient
1921.527344,704.150269,BC4_4,Bear Creek,Eocene,Yes,Ancient
1919.84375,-291.802582,BC4_4,Bear Creek,Eocene,Yes,Ancient
1918.160156,232.268509,BC4_4,Bear Creek,Eocene,Yes,Ancient
1916.476563,-366.003265,BC4_4,Bear Creek,Eocene,Yes,Ancient
1914.792969,-107.047173,BC4_4,Bear Creek,Eocene,Yes,Ancient
1913.109375,424.082947,BC4_4,Bear Creek,Eocene,Yes,Ancient
1911.423828,70.830818,BC4_4,Bear Creek,Eocene,Yes,Ancient
1909.738281,-732.829773,BC4_4,Bear Creek,Eocene,Yes,Ancient
1908.052734,2980.730713,BC4_4,Bear Creek,Eocene,Yes,Ancient
1906.367188,398.642365,BC4_4,Bear Creek,Eocene,Yes,Ancient
1904.681641,1294.910645,BC4_4,Bear Creek,Eocene,Yes,Ancient
1902.994141,1317.713989,BC4_4,Bear Creek,Eocene,Yes,Ancient
1901.306641,-300.602722,BC4_4,Bear Creek,Eocene,Yes,Ancient
1899.621094,1545.464966,BC4_4,Bear Creek,Eocene,Yes,Ancient
1897.931641,-1460.150146,BC4_4,Bear Creek,Eocene,Yes,Ancient
1896.244141,1149.747314,BC4_4,Bear Creek,Eocene,Yes,Ancient
1894.556641,-1687.905151,BC4_4,Bear Creek,Eocene,Yes,Ancient
1892.867188,-1659.909424,BC4_4,Bear Creek,Eocene,Yes,Ancient
1891.177734,-1044.960327,BC4_4,Bear Creek,Eocene,Yes,Ancient
1889.488281,-1116.746948,BC4_4,Bear Creek,Eocene,Yes,Ancient
1887.798828,426.47937,BC4_4,Bear Creek,Eocene,Yes,Ancient
1886.107422,123.342812,BC4_4,Bear Creek,Eocene,Yes,Ancient
1884.417969,-162.993698,BC4_4,Bear Creek,Eocene,Yes,Ancient
1882.726563,26.992144,BC4_4,Bear Creek,Eocene,Yes,Ancient
1881.035156,314.196686,BC4_4,Bear Creek,Eocene,Yes,Ancient
1879.34375,561.954895,BC4_4,Bear Creek,Eocene,Yes,Ancient
1877.650391,168.504211,BC4_4,Bear Creek,Eocene,Yes,Ancient
1875.958984,-932.51062,BC4_4,Bear Creek,Eocene,Yes,Ancient
1874.265625,-120.21315,BC4_4,Bear Creek,Eocene,Yes,Ancient
1872.572266,463.701111,BC4_4,Bear Creek,Eocene,Yes,Ancient
1870.878906,159.188889,BC4_4,Bear Creek,Eocene,Yes,Ancient
1869.183594,-487.457214,BC4_4,Bear Creek,Eocene,Yes,Ancient
1867.490234,1800.59375,BC4_4,Bear Creek,Eocene,Yes,Ancient
1865.794922,2070.700928,BC4_4,Bear Creek,Eocene,Yes,Ancient
1864.099609,1318.169434,BC4_4,Bear Creek,Eocene,Yes,Ancient
1862.404297,2036.640503,BC4_4,Bear Creek,Eocene,Yes,Ancient
1860.707031,1272.306519,BC4_4,Bear Creek,Eocene,Yes,Ancient
1859.011719,1306.932739,BC4_4,Bear Creek,Eocene,Yes,Ancient
1857.314453,2409.050537,BC4_4,Bear Creek,Eocene,Yes,Ancient
1855.617188,1174.496338,BC4_4,Bear Creek,Eocene,Yes,Ancient
