ID_1,ID_extra,ID_2,ID_3,plot_category,d13c,2sd_d13c,sd_d13c,pyr,aggregates,phase,locality,date,category,extracted,instrument
10926,c,3,Modern seep carbonate,Confirmed by FISH in modern seep carbonate,-52.8809721,1.093661644,0.546830822,,y,,"Jaco Scar. Confirmed by FISH, in situ",2022_11,Micrite/peloid,n,NanoSIMS
10860,,31,Modern seep carbonate,Confirmed by FISH in modern seep carbonate,-71.72446986,1.114672468,0.557336234,,y,,"Jaco Scar. Confirmed by FISH, in situ",2022_11,Micrite/peloid,n,NanoSIMS
10860,,32,Modern seep carbonate,Confirmed by FISH in modern seep carbonate,-50.67316564,1.076866435,0.538433218,,y,,"Jaco Scar. Confirmed by FISH, in situ",2022_11,Micrite/peloid,n,NanoSIMS
10860,,15,Modern seep carbonate,Confirmed by FISH in modern seep carbonate,-77.0918019,1.105210725,0.552605362,,y,,"Jaco Scar. Confirmed by FISH, in situ",2022_11,Micrite/peloid,n,NanoSIMS
10860,,16,Modern seep carbonate,Confirmed by FISH in modern seep carbonate,-59.83500035,1.03540517,0.517702585,,y,,"Jaco Scar. Confirmed by FISH, in situ",2022_11,Micrite/peloid,n,NanoSIMS
10860,,27,Modern seep carbonate,Confirmed by FISH in modern seep carbonate,-30.5350052,1.272522487,0.636261244,,y,,"Jaco Scar. Confirmed by FISH, in situ",2022_11,Micrite/peloid,n,NanoSIMS
10860,,28,Modern seep carbonate,Confirmed by FISH in modern seep carbonate,-27.22728083,1.251262604,0.625631302,,y,,"Jaco Scar. Confirmed by FISH, in situ",2022_11,Micrite/peloid,n,NanoSIMS
10860,,1,Modern seep carbonate,Confirmed by FISH in modern seep carbonate,-64.34329688,1.033061066,0.516530533,,y,,"Jaco Scar. Confirmed by FISH, in situ",2022_11,Micrite/peloid,n,NanoSIMS
10860,,5,Modern seep carbonate,Confirmed by FISH in modern seep carbonate,-58.19229939,1.91271431,0.956357155,,y,,"Jaco Scar. Confirmed by FISH, in situ",2022_11,Micrite/peloid,n,NanoSIMS
10860,,6,Modern seep carbonate,Confirmed by FISH in modern seep carbonate,-34.85564772,1.262562168,0.631281084,,y,,"Jaco Scar. Confirmed by FISH, in situ",2022_11,Micrite/peloid,n,NanoSIMS
